 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Carbon.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  2.2530E+00 g/cm3 = 1.1296E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 450.00 MeV   2.558E-03  6.068E-07  491.80 mm    19.34 mm    10.53 mm  
 500.00 MeV   2.441E-03  5.503E-07  580.55 mm    23.14 mm    12.26 mm  
 550.00 MeV   2.347E-03  5.037E-07  673.20 mm    26.67 mm    14.02 mm  
 600.00 MeV   2.269E-03  4.646E-07  769.31 mm    30.01 mm    15.80 mm  
 650.00 MeV   2.204E-03  4.313E-07  868.47 mm    33.21 mm    17.61 mm  
 700.00 MeV   2.149E-03  4.025E-07  970.35 mm    36.28 mm    19.43 mm  
 800.00 MeV   2.063E-03  3.555E-07    1.18 m     47.09 mm    23.10 mm  
 900.00 MeV   1.998E-03  3.186E-07    1.40 m     56.46 mm    26.77 mm  
   1.00 GeV   1.948E-03  2.888E-07    1.62 m     64.94 mm    30.42 mm  
   1.10 GeV   1.909E-03  2.643E-07    1.85 m     72.76 mm    34.04 mm  
   1.20 GeV   1.878E-03  2.437E-07    2.09 m     80.08 mm    37.62 mm  
   1.30 GeV   1.854E-03  2.262E-07    2.33 m     86.98 mm    41.14 mm  
   1.40 GeV   1.834E-03  2.111E-07    2.57 m     93.53 mm    44.62 mm  
   1.50 GeV   1.818E-03  1.979E-07    2.81 m     99.77 mm    48.03 mm  
   1.60 GeV   1.805E-03  1.863E-07    3.05 m    105.73 mm    51.38 mm  
   1.70 GeV   1.795E-03  1.761E-07    3.30 m    111.45 mm    54.68 mm  
   1.80 GeV   1.786E-03  1.669E-07    3.55 m    116.96 mm    57.92 mm  
   2.00 GeV   1.774E-03  1.513E-07    4.05 m    136.78 mm    64.22 mm  
   2.25 GeV   1.764E-03  1.355E-07    4.67 m    163.24 mm    71.78 mm  
   2.50 GeV   1.759E-03  1.228E-07    5.30 m    186.17 mm    79.01 mm  
   2.75 GeV   1.757E-03  1.123E-07    5.94 m    206.64 mm    85.94 mm  
   3.00 GeV   1.758E-03  1.035E-07    6.57 m    225.29 mm    92.59 mm  
   3.25 GeV   1.759E-03  9.603E-08    7.20 m    242.49 mm    98.98 mm  
   3.50 GeV   1.762E-03  8.959E-08    7.83 m    258.51 mm   105.14 mm  
   3.75 GeV   1.766E-03  8.398E-08    8.46 m    273.55 mm   111.07 mm  
   4.00 GeV   1.770E-03  7.905E-08    9.08 m    287.75 mm   116.80 mm  
   4.50 GeV   1.779E-03  7.079E-08   10.33 m    338.01 mm   127.70 mm  
   5.00 GeV   1.789E-03  6.412E-08   11.58 m    381.28 mm   137.96 mm  
   5.50 GeV   1.799E-03  5.864E-08   12.81 m    419.73 mm   147.65 mm  
   6.00 GeV   1.808E-03  5.404E-08   14.04 m    454.57 mm   156.84 mm  
   6.50 GeV   1.818E-03  5.012E-08   15.27 m    486.58 mm   165.60 mm  
   7.00 GeV   1.828E-03  4.675E-08   16.49 m    516.32 mm   173.95 mm  
   8.00 GeV   1.846E-03  4.124E-08   18.90 m    619.41 mm   189.65 mm  
   9.00 GeV   1.863E-03  3.691E-08   21.29 m    706.09 mm   204.18 mm  
  10.00 GeV   1.879E-03  3.343E-08   23.67 m    781.94 mm   217.74 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.2529E+01                 eV / Angstrom 
  2.2529E+02                keV / micron   
  2.2529E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  1.9945E+01                 eV / (1E15 atoms/cm2)
  1.0523E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
