 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Osmium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  2.2480E+01 g/cm3 = 7.1175E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Os     76    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   3.75 MeV   3.356E-02  2.067E-05   31.61 um     2.55 um     4.39 um  
   4.00 MeV   3.234E-02  1.959E-05   34.86 um     2.76 um     4.78 um  
   4.50 MeV   3.019E-02  1.775E-05   41.73 um     3.26 um     5.61 um  
   5.00 MeV   2.835E-02  1.624E-05   49.07 um     3.76 um     6.49 um  
   5.50 MeV   2.677E-02  1.499E-05   56.88 um     4.27 um     7.40 um  
   6.00 MeV   2.538E-02  1.393E-05   65.13 um     4.80 um     8.36 um  
   6.50 MeV   2.415E-02  1.301E-05   73.83 um     5.33 um     9.37 um  
   7.00 MeV   2.305E-02  1.222E-05   82.97 um     5.88 um    10.41 um  
   8.00 MeV   2.118E-02  1.091E-05  102.49 um     7.27 um    12.61 um  
   9.00 MeV   1.963E-02  9.862E-06  123.68 um     8.66 um    14.97 um  
  10.00 MeV   1.833E-02  9.011E-06  146.47 um    10.09 um    17.47 um  
  11.00 MeV   1.721E-02  8.303E-06  170.83 um    11.55 um    20.13 um  
  12.00 MeV   1.624E-02  7.704E-06  196.72 um    13.04 um    22.92 um  
  13.00 MeV   1.539E-02  7.190E-06  224.11 um    14.58 um    25.84 um  
  14.00 MeV   1.463E-02  6.744E-06  252.99 um    16.17 um    28.91 um  
  15.00 MeV   1.396E-02  6.353E-06  283.31 um    17.79 um    32.10 um  
  16.00 MeV   1.336E-02  6.008E-06  315.05 um    19.46 um    35.43 um  
  17.00 MeV   1.281E-02  5.700E-06  348.21 um    21.17 um    38.88 um  
  18.00 MeV   1.232E-02  5.424E-06  382.75 um    22.93 um    42.45 um  
  20.00 MeV   1.145E-02  4.949E-06  455.88 um    27.50 um    49.97 um  
  22.50 MeV   1.054E-02  4.466E-06  554.77 um    33.82 um    60.04 um  
  25.00 MeV   9.785E-03  4.073E-06  661.77 um    40.18 um    70.84 um  
  27.50 MeV   9.146E-03  3.747E-06  776.69 um    46.64 um    82.33 um  
  30.00 MeV   8.597E-03  3.472E-06  899.34 um    53.26 um    94.49 um  
  32.50 MeV   8.120E-03  3.236E-06    1.03 mm    60.03 um   107.32 um  
  35.00 MeV   7.701E-03  3.032E-06    1.17 mm    66.99 um   120.79 um  
  37.50 MeV   7.330E-03  2.853E-06    1.31 mm    74.13 um   134.89 um  
  40.00 MeV   6.999E-03  2.696E-06    1.46 mm    81.46 um   149.59 um  
  45.00 MeV   6.432E-03  2.429E-06    1.79 mm   101.72 um   180.81 um  
  50.00 MeV   5.964E-03  2.213E-06    2.14 mm   121.90 um   214.32 um  
  55.00 MeV   5.571E-03  2.034E-06    2.52 mm   142.28 um   250.04 um  
  60.00 MeV   5.236E-03  1.883E-06    2.92 mm   163.02 um   287.89 um  
  65.00 MeV   4.946E-03  1.754E-06    3.35 mm   184.20 um   327.79 um  
  70.00 MeV   4.693E-03  1.642E-06    3.80 mm   205.86 um   369.67 um  
  80.00 MeV   4.271E-03  1.458E-06    4.78 mm   268.17 um   459.13 um  
  90.00 MeV   3.934E-03  1.313E-06    5.85 mm   329.21 um   555.78 um  
 100.00 MeV   3.658E-03  1.195E-06    7.00 mm   390.35 um   659.19 um  
 110.00 MeV   3.427E-03  1.097E-06    8.23 mm   452.18 um   768.95 um  
 120.00 MeV   3.232E-03  1.015E-06    9.55 mm   514.98 um   884.72 um  
 130.00 MeV   3.064E-03  9.448E-07   10.94 mm   578.88 um     1.01 mm  
 140.00 MeV   2.918E-03  8.840E-07   12.40 mm   643.92 um     1.13 mm  
 150.00 MeV   2.790E-03  8.309E-07   13.93 mm   710.10 um     1.26 mm  
 160.00 MeV   2.677E-03  7.841E-07   15.53 mm   777.39 um     1.40 mm  
 170.00 MeV   2.576E-03  7.425E-07   17.20 mm   845.78 um     1.54 mm  
 180.00 MeV   2.486E-03  7.053E-07   18.93 mm   915.20 um     1.69 mm  
 200.00 MeV   2.331E-03  6.415E-07   22.57 mm     1.12 mm     1.99 mm  
 225.00 MeV   2.174E-03  5.768E-07   27.44 mm     1.39 mm     2.39 mm  
 250.00 MeV   2.047E-03  5.245E-07   32.63 mm     1.66 mm     2.81 mm  
 275.00 MeV   1.942E-03  4.812E-07   38.13 mm     1.92 mm     3.25 mm  
 300.00 MeV   1.854E-03  4.448E-07   43.91 mm     2.17 mm     3.70 mm  
 325.00 MeV   1.780E-03  4.137E-07   49.95 mm     2.43 mm     4.17 mm  
 350.00 MeV   1.716E-03  3.868E-07   56.23 mm     2.68 mm     4.65 mm  
 375.00 MeV   1.661E-03  3.634E-07   62.73 mm     2.94 mm     5.14 mm  
 400.00 MeV   1.612E-03  3.427E-07   69.44 mm     3.19 mm     5.64 mm  
 450.00 MeV   1.532E-03  3.080E-07   83.43 mm     3.94 mm     6.67 mm  
 500.00 MeV   1.468E-03  2.798E-07   98.09 mm     4.63 mm     7.72 mm  
 550.00 MeV   1.416E-03  2.566E-07  113.34 mm     5.30 mm     8.78 mm  
 600.00 MeV   1.374E-03  2.370E-07  129.10 mm     5.94 mm     9.86 mm  
 650.00 MeV   1.339E-03  2.204E-07  145.33 mm     6.56 mm    10.95 mm  
 700.00 MeV   1.310E-03  2.060E-07  161.95 mm     7.16 mm    12.04 mm  
 800.00 MeV   1.264E-03  1.823E-07  196.20 mm     8.98 mm    14.22 mm  
 900.00 MeV   1.230E-03  1.637E-07  231.56 mm    10.60 mm    16.40 mm  
   1.00 GeV   1.204E-03  1.487E-07  267.80 mm    12.09 mm    18.55 mm  
   1.10 GeV   1.185E-03  1.363E-07  304.73 mm    13.49 mm    20.67 mm  
   1.20 GeV   1.170E-03  1.258E-07  342.20 mm    14.80 mm    22.76 mm  
   1.30 GeV   1.159E-03  1.169E-07  380.11 mm    16.04 mm    24.80 mm  
   1.40 GeV   1.151E-03  1.093E-07  418.35 mm    17.22 mm    26.81 mm  
   1.50 GeV   1.144E-03  1.026E-07  456.86 mm    18.36 mm    28.78 mm  
   1.60 GeV   1.139E-03  9.666E-08  495.57 mm    19.44 mm    30.70 mm  
   1.70 GeV   1.136E-03  9.142E-08  534.44 mm    20.48 mm    32.59 mm  
   1.80 GeV   1.133E-03  8.674E-08  573.42 mm    21.49 mm    34.44 mm  
   2.00 GeV   1.130E-03  7.874E-08  651.58 mm    24.65 mm    38.01 mm  
   2.25 GeV   1.130E-03  7.065E-08  749.43 mm    28.80 mm    42.27 mm  
   2.50 GeV   1.133E-03  6.412E-08  847.23 mm    32.44 mm    46.33 mm  
   2.75 GeV   1.137E-03  5.873E-08  944.80 mm    35.71 mm    50.19 mm  
   3.00 GeV   1.141E-03  5.420E-08    1.04 m     38.70 mm    53.87 mm  
   3.25 GeV   1.147E-03  5.034E-08    1.14 m     41.46 mm    57.39 mm  
   3.50 GeV   1.152E-03  4.702E-08    1.24 m     44.03 mm    60.76 mm  
   3.75 GeV   1.158E-03  4.411E-08    1.33 m     46.45 mm    64.00 mm  
   4.00 GeV   1.164E-03  4.156E-08    1.43 m     48.72 mm    67.12 mm  
   4.50 GeV   1.176E-03  3.727E-08    1.62 m     56.20 mm    73.02 mm  
   5.00 GeV   1.188E-03  3.381E-08    1.80 m     62.69 mm    78.53 mm  
   5.50 GeV   1.199E-03  3.096E-08    1.99 m     68.46 mm    83.71 mm  
   6.00 GeV   1.210E-03  2.856E-08    2.17 m     73.70 mm    88.60 mm  
   6.50 GeV   1.221E-03  2.652E-08    2.36 m     78.51 mm    93.23 mm  
   7.00 GeV   1.231E-03  2.476E-08    2.54 m     82.98 mm    97.63 mm  
   8.00 GeV   1.249E-03  2.188E-08    2.90 m     97.85 mm   105.85 mm  
   9.00 GeV   1.265E-03  1.961E-08    3.25 m    110.42 mm   113.41 mm  
  10.00 GeV   1.281E-03  1.778E-08    3.60 m    121.43 mm   120.43 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.2479E+02                 eV / Angstrom 
  2.2479E+03                keV / micron   
  2.2479E+03                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  3.1583E+02                 eV / (1E15 atoms/cm2)
  4.0547E+02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
