 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Phosphorus.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  1.8219E+00 g/cm3 = 3.5422E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      P     15    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  22.50 MeV   1.795E-02  8.101E-06    3.86 mm   169.08 um   168.01 um  
  25.00 MeV   1.652E-02  7.370E-06    4.66 mm   206.58 um   201.21 um  
  27.50 MeV   1.533E-02  6.764E-06    5.52 mm   243.56 um   236.94 um  
  30.00 MeV   1.431E-02  6.255E-06    6.44 mm   280.54 um   275.12 um  
  32.50 MeV   1.344E-02  5.819E-06    7.43 mm   317.80 um   315.70 um  
  35.00 MeV   1.268E-02  5.443E-06    8.47 mm   355.48 um   358.63 um  
  37.50 MeV   1.201E-02  5.115E-06    9.58 mm   393.69 um   403.85 um  
  40.00 MeV   1.142E-02  4.825E-06   10.75 mm   432.47 um   451.31 um  
  45.00 MeV   1.042E-02  4.338E-06   13.25 mm   569.47 um   552.84 um  
  50.00 MeV   9.599E-03  3.943E-06   15.99 mm   699.23 um   662.84 um  
  55.00 MeV   8.916E-03  3.617E-06   18.95 mm   826.30 um   781.01 um  
  60.00 MeV   8.339E-03  3.343E-06   22.12 mm   952.70 um   907.07 um  
  65.00 MeV   7.843E-03  3.108E-06   25.50 mm     1.08 mm     1.04 mm  
  70.00 MeV   7.413E-03  2.906E-06   29.09 mm     1.21 mm     1.18 mm  
  80.00 MeV   6.703E-03  2.574E-06   36.85 mm     1.66 mm     1.49 mm  
  90.00 MeV   6.140E-03  2.312E-06   45.38 mm     2.08 mm     1.82 mm  
 100.00 MeV   5.682E-03  2.101E-06   54.64 mm     2.49 mm     2.17 mm  
 110.00 MeV   5.303E-03  1.926E-06   64.61 mm     2.89 mm     2.55 mm  
 120.00 MeV   4.983E-03  1.779E-06   75.26 mm     3.29 mm     2.95 mm  
 130.00 MeV   4.709E-03  1.653E-06   86.55 mm     3.70 mm     3.38 mm  
 140.00 MeV   4.472E-03  1.545E-06   98.48 mm     4.10 mm     3.82 mm  
 150.00 MeV   4.265E-03  1.451E-06  111.01 mm     4.51 mm     4.28 mm  
 160.00 MeV   4.083E-03  1.368E-06  124.12 mm     4.92 mm     4.77 mm  
 170.00 MeV   3.921E-03  1.294E-06  137.80 mm     5.34 mm     5.27 mm  
 180.00 MeV   3.777E-03  1.228E-06  152.02 mm     5.75 mm     5.78 mm  
 200.00 MeV   3.529E-03  1.115E-06  182.01 mm     7.24 mm     6.86 mm  
 225.00 MeV   3.279E-03  1.001E-06  222.24 mm     9.32 mm     8.29 mm  
 250.00 MeV   3.078E-03  9.085E-07  265.32 mm    11.25 mm     9.80 mm  
 275.00 MeV   2.913E-03  8.323E-07  311.03 mm    13.09 mm    11.37 mm  
 300.00 MeV   2.774E-03  7.684E-07  359.18 mm    14.88 mm    13.01 mm  
 325.00 MeV   2.657E-03  7.138E-07  409.60 mm    16.63 mm    14.71 mm  
 350.00 MeV   2.557E-03  6.668E-07  462.12 mm    18.35 mm    16.45 mm  
 375.00 MeV   2.470E-03  6.257E-07  516.60 mm    20.05 mm    18.23 mm  
 400.00 MeV   2.394E-03  5.896E-07  572.90 mm    21.72 mm    20.05 mm  
 450.00 MeV   2.267E-03  5.290E-07  690.46 mm    27.61 mm    23.79 mm  
 500.00 MeV   2.167E-03  4.800E-07  813.99 mm    32.94 mm    27.63 mm  
 550.00 MeV   2.087E-03  4.396E-07  942.78 mm    37.90 mm    31.55 mm  
 600.00 MeV   2.020E-03  4.056E-07    1.08 m     42.61 mm    35.52 mm  
 650.00 MeV   1.965E-03  3.767E-07    1.21 m     47.11 mm    39.53 mm  
 700.00 MeV   1.918E-03  3.518E-07    1.35 m     51.44 mm    43.56 mm  
 800.00 MeV   1.845E-03  3.109E-07    1.65 m     66.37 mm    51.66 mm  
 900.00 MeV   1.790E-03  2.788E-07    1.95 m     79.34 mm    59.74 mm  
   1.00 GeV   1.749E-03  2.529E-07    2.26 m     91.07 mm    67.76 mm  
   1.10 GeV   1.717E-03  2.315E-07    2.57 m    101.90 mm    75.69 mm  
   1.20 GeV   1.693E-03  2.136E-07    2.89 m    112.02 mm    83.51 mm  
   1.30 GeV   1.673E-03  1.983E-07    3.22 m    121.56 mm    91.19 mm  
   1.40 GeV   1.658E-03  1.851E-07    3.55 m    130.59 mm    98.75 mm  
   1.50 GeV   1.646E-03  1.736E-07    3.88 m    139.20 mm   106.16 mm  
   1.60 GeV   1.637E-03  1.635E-07    4.22 m    147.41 mm   113.42 mm  
   1.70 GeV   1.629E-03  1.545E-07    4.55 m    155.29 mm   120.55 mm  
   1.80 GeV   1.624E-03  1.466E-07    4.89 m    162.86 mm   127.54 mm  
   2.00 GeV   1.616E-03  1.329E-07    5.56 m    189.63 mm   141.10 mm  
   2.25 GeV   1.612E-03  1.191E-07    6.41 m    225.26 mm   157.32 mm  
   2.50 GeV   1.611E-03  1.080E-07    7.27 m    256.09 mm   172.78 mm  
   2.75 GeV   1.613E-03  9.879E-08    8.12 m    283.60 mm   187.54 mm  
   3.00 GeV   1.617E-03  9.109E-08    8.96 m    308.60 mm   201.66 mm  
   3.25 GeV   1.622E-03  8.454E-08    9.81 m    331.62 mm   215.19 mm  
   3.50 GeV   1.627E-03  7.890E-08   10.65 m    353.03 mm   228.17 mm  
   3.75 GeV   1.633E-03  7.398E-08   11.50 m    373.09 mm   240.66 mm  
   4.00 GeV   1.640E-03  6.966E-08   12.33 m    391.99 mm   252.69 mm  
   4.50 GeV   1.653E-03  6.240E-08   14.00 m    458.22 mm   275.52 mm  
