 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Scandium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  2.9890E+00 g/cm3 = 4.0039E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Sc     21    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  35.00 MeV   1.167E-02  4.877E-06    5.64 mm   242.40 um   284.93 um  
  37.50 MeV   1.107E-02  4.584E-06    6.37 mm   268.48 um   320.53 um  
  40.00 MeV   1.053E-02  4.326E-06    7.14 mm   294.99 um   357.88 um  
  45.00 MeV   9.611E-03  3.890E-06    8.79 mm   386.14 um   437.67 um  
  50.00 MeV   8.862E-03  3.538E-06   10.60 mm   472.93 um   524.03 um  
  55.00 MeV   8.238E-03  3.246E-06   12.55 mm   558.18 um   616.70 um  
  60.00 MeV   7.710E-03  3.001E-06   14.63 mm   643.19 um   715.47 um  
  65.00 MeV   7.256E-03  2.791E-06   16.86 mm   728.61 um   820.13 um  
  70.00 MeV   6.861E-03  2.610E-06   19.22 mm   814.78 um   930.49 um  
  80.00 MeV   6.209E-03  2.313E-06   24.32 mm     1.11 mm     1.17 mm  
  90.00 MeV   5.692E-03  2.079E-06   29.93 mm     1.39 mm     1.43 mm  
 100.00 MeV   5.271E-03  1.889E-06   36.01 mm     1.66 mm     1.70 mm  
 110.00 MeV   4.922E-03  1.732E-06   42.55 mm     1.93 mm     2.00 mm  
 120.00 MeV   4.627E-03  1.601E-06   49.53 mm     2.20 mm     2.31 mm  
 130.00 MeV   4.375E-03  1.488E-06   56.93 mm     2.47 mm     2.64 mm  
 140.00 MeV   4.157E-03  1.391E-06   64.74 mm     2.75 mm     2.99 mm  
 150.00 MeV   3.966E-03  1.306E-06   72.95 mm     3.02 mm     3.35 mm  
 160.00 MeV   3.798E-03  1.232E-06   81.53 mm     3.30 mm     3.72 mm  
 170.00 MeV   3.649E-03  1.165E-06   90.48 mm     3.58 mm     4.11 mm  
 180.00 MeV   3.515E-03  1.106E-06   99.78 mm     3.86 mm     4.51 mm  
 200.00 MeV   3.286E-03  1.005E-06  119.39 mm     4.83 mm     5.35 mm  
 225.00 MeV   3.056E-03  9.020E-07  145.69 mm     6.20 mm     6.46 mm  
 250.00 MeV   2.870E-03  8.191E-07  173.83 mm     7.47 mm     7.63 mm  
 275.00 MeV   2.717E-03  7.506E-07  203.68 mm     8.69 mm     8.85 mm  
 300.00 MeV   2.589E-03  6.931E-07  235.11 mm     9.88 mm    10.12 mm  
 325.00 MeV   2.480E-03  6.441E-07  268.00 mm    11.04 mm    11.43 mm  
 350.00 MeV   2.387E-03  6.017E-07  302.25 mm    12.18 mm    12.77 mm  
 375.00 MeV   2.307E-03  5.648E-07  337.77 mm    13.31 mm    14.15 mm  
 400.00 MeV   2.237E-03  5.323E-07  374.47 mm    14.42 mm    15.56 mm  
 450.00 MeV   2.120E-03  4.777E-07  451.06 mm    18.28 mm    18.45 mm  
 500.00 MeV   2.028E-03  4.335E-07  531.50 mm    21.77 mm    21.41 mm  
 550.00 MeV   1.953E-03  3.971E-07  615.33 mm    25.03 mm    24.43 mm  
 600.00 MeV   1.891E-03  3.665E-07  702.12 mm    28.13 mm    27.49 mm  
 650.00 MeV   1.840E-03  3.405E-07  791.54 mm    31.09 mm    30.58 mm  
 700.00 MeV   1.797E-03  3.180E-07  883.27 mm    33.94 mm    33.69 mm  
 800.00 MeV   1.730E-03  2.811E-07    1.07 m     43.66 mm    39.92 mm  
 900.00 MeV   1.680E-03  2.521E-07    1.27 m     52.12 mm    46.14 mm  
   1.00 GeV   1.642E-03  2.288E-07    1.47 m     59.78 mm    52.31 mm  
   1.10 GeV   1.613E-03  2.095E-07    1.67 m     66.86 mm    58.40 mm  
   1.20 GeV   1.590E-03  1.933E-07    1.88 m     73.48 mm    64.40 mm  
   1.30 GeV   1.573E-03  1.795E-07    2.09 m     79.71 mm    70.30 mm  
   1.40 GeV   1.559E-03  1.676E-07    2.31 m     85.62 mm    76.09 mm  
   1.50 GeV   1.548E-03  1.572E-07    2.52 m     91.25 mm    81.77 mm  
   1.60 GeV   1.539E-03  1.480E-07    2.74 m     96.63 mm    87.34 mm  
   1.70 GeV   1.533E-03  1.400E-07    2.96 m    101.79 mm    92.80 mm  
   1.80 GeV   1.528E-03  1.327E-07    3.17 m    106.75 mm    98.15 mm  
   2.00 GeV   1.521E-03  1.204E-07    3.61 m    124.09 mm   108.53 mm  
   2.25 GeV   1.518E-03  1.079E-07    4.16 m    147.14 mm   120.95 mm  
   2.50 GeV   1.518E-03  9.784E-08    4.71 m    167.11 mm   132.77 mm  
   2.75 GeV   1.520E-03  8.954E-08    5.26 m    184.94 mm   144.05 mm  
   3.00 GeV   1.524E-03  8.258E-08    5.81 m    201.15 mm   154.84 mm  
   3.25 GeV   1.529E-03  7.665E-08    6.36 m    216.09 mm   165.18 mm  
   3.50 GeV   1.534E-03  7.154E-08    6.90 m    229.98 mm   175.10 mm  
   3.75 GeV   1.540E-03  6.709E-08    7.45 m    243.00 mm   184.64 mm  
   4.00 GeV   1.546E-03  6.318E-08    7.99 m    255.27 mm   193.83 mm  
   4.50 GeV   1.558E-03  5.661E-08    9.07 m    298.05 mm   211.26 mm  
   5.00 GeV   1.571E-03  5.131E-08   10.13 m    334.88 mm   227.60 mm  
   5.50 GeV   1.583E-03  4.695E-08   11.19 m    367.58 mm   242.97 mm  
   6.00 GeV   1.595E-03  4.329E-08   12.25 m    397.18 mm   257.51 mm  
   6.50 GeV   1.606E-03  4.017E-08   13.29 m    424.36 mm   271.32 mm  
   7.00 GeV   1.616E-03  3.748E-08   14.33 m    449.57 mm   284.48 mm  
   8.00 GeV   1.636E-03  3.309E-08   16.38 m    536.31 mm   309.11 mm  
   9.00 GeV   1.653E-03  2.964E-08   18.42 m    609.30 mm   331.86 mm  
  10.00 GeV   1.669E-03  2.685E-08   20.43 m    673.20 mm   353.03 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.9889E+01                 eV / Angstrom 
  2.9889E+02                keV / micron   
  2.9889E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  7.4650E+01                 eV / (1E15 atoms/cm2)
  5.6216E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
