 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Erbium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  9.0660E+00 g/cm3 = 3.2641E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Er     68    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 130.00 MeV   3.186E-03  9.911E-07   26.04 mm     1.34 mm     2.25 mm  
 140.00 MeV   3.033E-03  9.273E-07   29.54 mm     1.49 mm     2.54 mm  
 150.00 MeV   2.899E-03  8.715E-07   33.21 mm     1.64 mm     2.84 mm  
 160.00 MeV   2.781E-03  8.223E-07   37.04 mm     1.79 mm     3.14 mm  
 170.00 MeV   2.675E-03  7.786E-07   41.02 mm     1.95 mm     3.46 mm  
 180.00 MeV   2.581E-03  7.396E-07   45.16 mm     2.11 mm     3.79 mm  
 200.00 MeV   2.418E-03  6.725E-07   53.87 mm     2.58 mm     4.48 mm  
 225.00 MeV   2.254E-03  6.047E-07   65.53 mm     3.23 mm     5.38 mm  
 250.00 MeV   2.121E-03  5.497E-07   77.98 mm     3.86 mm     6.33 mm  
 275.00 MeV   2.012E-03  5.043E-07   91.16 mm     4.47 mm     7.32 mm  
 300.00 MeV   1.920E-03  4.661E-07  105.01 mm     5.07 mm     8.35 mm  
 325.00 MeV   1.843E-03  4.335E-07  119.50 mm     5.66 mm     9.41 mm  
 350.00 MeV   1.776E-03  4.053E-07  134.56 mm     6.25 mm    10.49 mm  
 375.00 MeV   1.718E-03  3.807E-07  150.17 mm     6.84 mm    11.61 mm  
 400.00 MeV   1.667E-03  3.590E-07  166.28 mm     7.43 mm    12.74 mm  
 450.00 MeV   1.583E-03  3.226E-07  199.86 mm     9.21 mm    15.06 mm  
 500.00 MeV   1.517E-03  2.931E-07  235.08 mm    10.86 mm    17.44 mm  
 550.00 MeV   1.463E-03  2.687E-07  271.73 mm    12.43 mm    19.86 mm  
 600.00 MeV   1.419E-03  2.482E-07  309.64 mm    13.94 mm    22.31 mm  
 650.00 MeV   1.382E-03  2.307E-07  348.66 mm    15.40 mm    24.78 mm  
 700.00 MeV   1.351E-03  2.156E-07  388.64 mm    16.81 mm    27.26 mm  
 800.00 MeV   1.303E-03  1.909E-07  471.05 mm    21.17 mm    32.23 mm  
 900.00 MeV   1.268E-03  1.714E-07  556.17 mm    25.04 mm    37.17 mm  
   1.00 GeV   1.241E-03  1.556E-07  643.43 mm    28.59 mm    42.07 mm  
   1.10 GeV   1.221E-03  1.426E-07  732.38 mm    31.89 mm    46.90 mm  
   1.20 GeV   1.206E-03  1.317E-07  822.66 mm    35.00 mm    51.65 mm  
   1.30 GeV   1.194E-03  1.224E-07  913.99 mm    37.95 mm    56.31 mm  
   1.40 GeV   1.185E-03  1.143E-07    1.01 m     40.76 mm    60.89 mm  
   1.50 GeV   1.178E-03  1.073E-07    1.10 m     43.44 mm    65.37 mm  
   1.60 GeV   1.173E-03  1.011E-07    1.19 m     46.01 mm    69.75 mm  
   1.70 GeV   1.169E-03  9.564E-08    1.29 m     48.48 mm    74.05 mm  
   1.80 GeV   1.166E-03  9.074E-08    1.38 m     50.85 mm    78.26 mm  
   2.00 GeV   1.164E-03  8.235E-08    1.57 m     58.44 mm    86.41 mm  
   2.25 GeV   1.164E-03  7.389E-08    1.80 m     68.43 mm    96.13 mm  
   2.50 GeV   1.166E-03  6.705E-08    2.04 m     77.16 mm   105.36 mm  
   2.75 GeV   1.170E-03  6.141E-08    2.27 m     85.00 mm   114.16 mm  
   3.00 GeV   1.175E-03  5.667E-08    2.51 m     92.15 mm   122.55 mm  
   3.25 GeV   1.181E-03  5.264E-08    2.74 m     98.74 mm   130.57 mm  
   3.50 GeV   1.187E-03  4.915E-08    2.97 m    104.89 mm   138.25 mm  
   3.75 GeV   1.193E-03  4.612E-08    3.21 m    110.65 mm   145.63 mm  
   4.00 GeV   1.200E-03  4.345E-08    3.44 m    116.07 mm   152.72 mm  
   4.50 GeV   1.212E-03  3.896E-08    3.89 m    134.06 mm   166.14 mm  
   5.00 GeV   1.225E-03  3.534E-08    4.34 m    149.61 mm   178.67 mm  
   5.50 GeV   1.238E-03  3.236E-08    4.79 m    163.45 mm   190.43 mm  
   6.00 GeV   1.249E-03  2.985E-08    5.23 m    175.98 mm   201.52 mm  
   6.50 GeV   1.261E-03  2.771E-08    5.67 m    187.47 mm   212.02 mm  
   7.00 GeV   1.272E-03  2.587E-08    6.11 m    198.13 mm   221.99 mm  
   8.00 GeV   1.292E-03  2.286E-08    6.96 m    233.75 mm   240.59 mm  
   9.00 GeV   1.311E-03  2.049E-08    7.81 m    263.78 mm   257.68 mm  
  10.00 GeV   1.328E-03  1.858E-08    8.65 m    290.05 mm   273.52 mm  
-----------------------------------------------------------
