 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Arsenic.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  5.7270E+00 g/cm3 = 4.6032E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     As     33    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 650.00 MeV   1.643E-03  2.906E-07  464.44 mm    18.74 mm    22.73 mm  
 700.00 MeV   1.605E-03  2.714E-07  517.96 mm    20.45 mm    25.02 mm  
 800.00 MeV   1.547E-03  2.401E-07  628.32 mm    26.14 mm    29.61 mm  
 900.00 MeV   1.504E-03  2.154E-07  742.39 mm    31.12 mm    34.18 mm  
   1.00 GeV   1.471E-03  1.955E-07  859.37 mm    35.64 mm    38.71 mm  
   1.10 GeV   1.446E-03  1.790E-07  978.67 mm    39.82 mm    43.18 mm  
   1.20 GeV   1.427E-03  1.652E-07    1.10 m     43.74 mm    47.58 mm  
   1.30 GeV   1.412E-03  1.535E-07    1.22 m     47.43 mm    51.89 mm  
   1.40 GeV   1.401E-03  1.433E-07    1.35 m     50.94 mm    56.13 mm  
   1.50 GeV   1.392E-03  1.345E-07    1.47 m     54.27 mm    60.28 mm  
   1.60 GeV   1.385E-03  1.267E-07    1.60 m     57.46 mm    64.35 mm  
   1.70 GeV   1.380E-03  1.198E-07    1.72 m     60.52 mm    68.34 mm  
   1.80 GeV   1.376E-03  1.136E-07    1.85 m     63.46 mm    72.24 mm  
   2.00 GeV   1.372E-03  1.031E-07    2.10 m     73.51 mm    79.81 mm  
   2.25 GeV   1.370E-03  9.242E-08    2.42 m     86.84 mm    88.84 mm  
   2.50 GeV   1.371E-03  8.383E-08    2.74 m     98.40 mm    97.43 mm  
   2.75 GeV   1.375E-03  7.674E-08    3.05 m    108.74 mm   105.62 mm  
   3.00 GeV   1.379E-03  7.079E-08    3.37 m    118.14 mm   113.45 mm  
   3.25 GeV   1.384E-03  6.572E-08    3.69 m    126.80 mm   120.93 mm  
   3.50 GeV   1.390E-03  6.135E-08    4.00 m    134.86 mm   128.11 mm  
   3.75 GeV   1.396E-03  5.755E-08    4.31 m    142.41 mm   135.01 mm  
   4.00 GeV   1.402E-03  5.420E-08    4.63 m    149.53 mm   141.65 mm  
   4.50 GeV   1.415E-03  4.858E-08    5.24 m    174.03 mm   154.24 mm  
   5.00 GeV   1.427E-03  4.404E-08    5.86 m    195.15 mm   166.02 mm  
   5.50 GeV   1.439E-03  4.031E-08    6.47 m    213.91 mm   177.09 mm  
   6.00 GeV   1.451E-03  3.717E-08    7.07 m    230.90 mm   187.56 mm  
   6.50 GeV   1.461E-03  3.450E-08    7.67 m    246.49 mm   197.49 mm  
   7.00 GeV   1.472E-03  3.220E-08    8.26 m    260.97 mm   206.95 mm  
   8.00 GeV   1.490E-03  2.843E-08    9.44 m    310.44 mm   224.64 mm  
   9.00 GeV   1.507E-03  2.547E-08   10.61 m    352.11 mm   240.96 mm  
  10.00 GeV   1.522E-03  2.309E-08   11.76 m    388.63 mm   256.14 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  5.7268E+01                 eV / Angstrom 
  5.7268E+02                keV / micron   
  5.7268E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  1.2441E+02                 eV / (1E15 atoms/cm2)
  1.1276E+02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
