 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Rhenium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  2.0530E+01 g/cm3 = 6.6397E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Re     75    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   3.75 MeV   3.373E-02  2.106E-05   34.60 um     2.80 um     4.81 um  
   4.00 MeV   3.251E-02  1.995E-05   38.14 um     3.03 um     5.24 um  
   4.50 MeV   3.036E-02  1.808E-05   45.62 um     3.56 um     6.14 um  
   5.00 MeV   2.852E-02  1.655E-05   53.62 um     4.11 um     7.08 um  
   5.50 MeV   2.693E-02  1.527E-05   62.11 um     4.66 um     8.08 um  
   6.00 MeV   2.554E-02  1.418E-05   71.10 um     5.23 um     9.12 um  
   6.50 MeV   2.430E-02  1.325E-05   80.57 um     5.81 um    10.20 um  
   7.00 MeV   2.320E-02  1.245E-05   90.51 um     6.40 um    11.33 um  
   8.00 MeV   2.132E-02  1.111E-05  111.75 um     7.90 um    13.72 um  
   9.00 MeV   1.977E-02  1.004E-05  134.80 um     9.42 um    16.27 um  
  10.00 MeV   1.845E-02  9.176E-06  159.59 um    10.96 um    18.98 um  
  11.00 MeV   1.733E-02  8.455E-06  186.08 um    12.54 um    21.85 um  
  12.00 MeV   1.636E-02  7.845E-06  214.23 um    14.16 um    24.87 um  
  13.00 MeV   1.550E-02  7.321E-06  244.02 um    15.83 um    28.04 um  
  14.00 MeV   1.474E-02  6.867E-06  275.42 um    17.54 um    31.35 um  
  15.00 MeV   1.407E-02  6.469E-06  308.38 um    19.30 um    34.81 um  
  16.00 MeV   1.346E-02  6.117E-06  342.90 um    21.10 um    38.40 um  
  17.00 MeV   1.291E-02  5.804E-06  378.94 um    22.96 um    42.13 um  
  18.00 MeV   1.241E-02  5.523E-06  416.49 um    24.85 um    46.00 um  
  20.00 MeV   1.153E-02  5.039E-06  496.00 um    29.81 um    54.13 um  
  22.50 MeV   1.062E-02  4.547E-06  603.49 um    36.66 um    65.02 um  
  25.00 MeV   9.859E-03  4.147E-06  719.80 um    43.54 um    76.69 um  
  27.50 MeV   9.215E-03  3.815E-06  844.71 um    50.54 um    89.11 um  
  30.00 MeV   8.663E-03  3.534E-06  978.02 um    57.70 um   102.27 um  
  32.50 MeV   8.182E-03  3.294E-06    1.12 mm    65.04 um   116.13 um  
  35.00 MeV   7.760E-03  3.087E-06    1.27 mm    72.56 um   130.69 um  
  37.50 MeV   7.386E-03  2.905E-06    1.43 mm    80.29 um   145.93 um  
  40.00 MeV   7.052E-03  2.744E-06    1.59 mm    88.22 um   161.83 um  
  45.00 MeV   6.482E-03  2.473E-06    1.94 mm   110.19 um   195.57 um  
  50.00 MeV   6.010E-03  2.253E-06    2.33 mm   132.05 um   231.80 um  
  55.00 MeV   5.614E-03  2.071E-06    2.74 mm   154.13 um   270.41 um  
  60.00 MeV   5.276E-03  1.917E-06    3.18 mm   176.60 um   311.32 um  
  65.00 MeV   4.984E-03  1.785E-06    3.64 mm   199.53 um   354.44 um  
  70.00 MeV   4.729E-03  1.671E-06    4.14 mm   222.97 um   399.71 um  
  80.00 MeV   4.304E-03  1.484E-06    5.20 mm   290.57 um   496.40 um  
  90.00 MeV   3.964E-03  1.336E-06    6.35 mm   356.74 um   600.87 um  
 100.00 MeV   3.686E-03  1.216E-06    7.61 mm   423.00 um   712.63 um  
 110.00 MeV   3.454E-03  1.117E-06    8.95 mm   490.00 um   831.26 um  
 120.00 MeV   3.257E-03  1.033E-06   10.38 mm   558.03 um   956.37 um  
 130.00 MeV   3.087E-03  9.616E-07   11.89 mm   627.23 um     1.09 mm  
 140.00 MeV   2.940E-03  8.997E-07   13.48 mm   697.66 um     1.22 mm  
