 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\SRIM_Be.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  1.8480E+00 g/cm3 = 1.2349E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Be      4    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 170.00 MeV   4.076E-03  1.219E-06  129.64 mm     4.86 mm     2.51 mm  
 180.00 MeV   3.922E-03  1.156E-06  143.17 mm     5.24 mm     2.76 mm  
 200.00 MeV   3.659E-03  1.048E-06  171.72 mm     6.64 mm     3.28 mm  
 225.00 MeV   3.394E-03  9.402E-07  210.09 mm     8.61 mm     3.97 mm  
 250.00 MeV   3.181E-03  8.527E-07  251.25 mm    10.42 mm     4.70 mm  
 275.00 MeV   3.006E-03  7.806E-07  294.98 mm    12.15 mm     5.47 mm  
 300.00 MeV   2.859E-03  7.201E-07  341.10 mm    13.83 mm     6.27 mm  
 325.00 MeV   2.735E-03  6.685E-07  389.45 mm    15.46 mm     7.10 mm  
 350.00 MeV   2.629E-03  6.241E-07  439.87 mm    17.06 mm     7.95 mm  
 375.00 MeV   2.537E-03  5.854E-07  492.23 mm    18.64 mm     8.82 mm  
 400.00 MeV   2.456E-03  5.513E-07  546.39 mm    20.19 mm     9.72 mm  
 450.00 MeV   2.323E-03  4.941E-07  659.61 mm    25.85 mm    11.56 mm  
 500.00 MeV   2.217E-03  4.480E-07  778.78 mm    30.93 mm    13.45 mm  
 550.00 MeV   2.131E-03  4.100E-07  903.21 mm    35.66 mm    15.38 mm  
 600.00 MeV   2.060E-03  3.781E-07    1.03 m     40.13 mm    17.35 mm  
 650.00 MeV   2.001E-03  3.509E-07    1.17 m     44.41 mm    19.33 mm  
 700.00 MeV   1.952E-03  3.275E-07    1.30 m     48.52 mm    21.34 mm  
 800.00 MeV   1.873E-03  2.892E-07    1.59 m     63.02 mm    25.37 mm  
 900.00 MeV   1.814E-03  2.591E-07    1.88 m     75.59 mm    29.40 mm  
   1.00 GeV   1.769E-03  2.348E-07    2.18 m     86.95 mm    33.42 mm  
   1.10 GeV   1.733E-03  2.148E-07    2.49 m     97.43 mm    37.39 mm  
