 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Rhodium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  1.2399E+01 g/cm3 = 7.2555E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Rh     45    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   2.75 GeV   1.306E-03  7.367E-08    1.48 m     53.75 mm    60.43 mm  
   3.00 GeV   1.311E-03  6.797E-08    1.64 m     58.36 mm    64.90 mm  
   3.25 GeV   1.316E-03  6.312E-08    1.79 m     62.61 mm    69.19 mm  
   3.50 GeV   1.322E-03  5.893E-08    1.94 m     66.56 mm    73.29 mm  
   3.75 GeV   1.328E-03  5.528E-08    2.10 m     70.27 mm    77.24 mm  
   4.00 GeV   1.335E-03  5.207E-08    2.25 m     73.77 mm    81.03 mm  
   4.50 GeV   1.348E-03  4.668E-08    2.55 m     85.63 mm    88.22 mm  
   5.00 GeV   1.361E-03  4.233E-08    2.84 m     95.87 mm    94.94 mm  
   5.50 GeV   1.373E-03  3.874E-08    3.14 m    104.97 mm   101.26 mm  
   6.00 GeV   1.385E-03  3.574E-08    3.43 m    113.20 mm   107.22 mm  
   6.50 GeV   1.396E-03  3.317E-08    3.72 m    120.75 mm   112.87 mm  
   7.00 GeV   1.407E-03  3.096E-08    4.01 m    127.76 mm   118.24 mm  
   8.00 GeV   1.428E-03  2.735E-08    4.58 m    151.50 mm   128.28 mm  
   9.00 GeV   1.446E-03  2.451E-08    5.14 m    171.48 mm   137.52 mm  
  10.00 GeV   1.463E-03  2.221E-08    5.69 m    188.97 mm   146.10 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.2399E+02                 eV / Angstrom 
  1.2399E+03                keV / micron   
  1.2399E+03                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  1.7088E+02                 eV / (1E15 atoms/cm2)
  1.7095E+02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
