 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Chlorine (gas).txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  1.8956E+00 g/cm3 = 3.2198E+22 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Cl     17    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  30.00 MeV   1.408E-02  6.047E-06    6.30 mm   276.29 um   285.69 um  
  32.50 MeV   1.323E-02  5.627E-06    7.26 mm   312.97 um   327.74 um  
  35.00 MeV   1.248E-02  5.263E-06    8.28 mm   350.10 um   372.22 um  
  37.50 MeV   1.182E-02  4.946E-06    9.36 mm   387.76 um   419.07 um  
  40.00 MeV   1.124E-02  4.667E-06   10.50 mm   426.01 um   468.24 um  
  45.00 MeV   1.026E-02  4.196E-06   12.95 mm   560.04 um   573.37 um  
  50.00 MeV   9.453E-03  3.815E-06   15.62 mm   687.18 um   687.26 um  
  55.00 MeV   8.782E-03  3.500E-06   18.50 mm   811.82 um   809.59 um  
  60.00 MeV   8.215E-03  3.235E-06   21.59 mm   935.90 um   940.05 um  
  65.00 MeV   7.727E-03  3.008E-06   24.89 mm     1.06 mm     1.08 mm  
  70.00 MeV   7.305E-03  2.813E-06   28.39 mm     1.19 mm     1.22 mm  
  80.00 MeV   6.606E-03  2.492E-06   35.96 mm     1.63 mm     1.54 mm  
  90.00 MeV   6.053E-03  2.239E-06   44.27 mm     2.04 mm     1.88 mm  
 100.00 MeV   5.603E-03  2.034E-06   53.30 mm     2.44 mm     2.25 mm  
 110.00 MeV   5.229E-03  1.865E-06   63.01 mm     2.83 mm     2.64 mm  
 120.00 MeV   4.914E-03  1.723E-06   73.38 mm     3.23 mm     3.06 mm  
 130.00 MeV   4.645E-03  1.601E-06   84.39 mm     3.62 mm     3.49 mm  
 140.00 MeV   4.412E-03  1.497E-06   96.00 mm     4.02 mm     3.95 mm  
 150.00 MeV   4.209E-03  1.405E-06  108.20 mm     4.42 mm     4.43 mm  
 160.00 MeV   4.030E-03  1.325E-06  120.97 mm     4.83 mm     4.93 mm  
 170.00 MeV   3.871E-03  1.253E-06  134.28 mm     5.23 mm     5.44 mm  
 180.00 MeV   3.728E-03  1.190E-06  148.12 mm     5.64 mm     5.98 mm  
 200.00 MeV   3.485E-03  1.080E-06  177.30 mm     7.09 mm     7.09 mm  
 225.00 MeV   3.240E-03  9.697E-07  216.44 mm     9.12 mm     8.56 mm  
 250.00 MeV   3.042E-03  8.805E-07  258.33 mm    11.00 mm    10.12 mm  
 275.00 MeV   2.879E-03  8.067E-07  302.76 mm    12.80 mm    11.74 mm  
 300.00 MeV   2.744E-03  7.448E-07  349.55 mm    14.54 mm    13.43 mm  
 325.00 MeV   2.629E-03  6.920E-07  398.53 mm    16.25 mm    15.17 mm  
 350.00 MeV   2.530E-03  6.464E-07  449.53 mm    17.93 mm    16.97 mm  
 375.00 MeV   2.445E-03  6.067E-07  502.41 mm    19.58 mm    18.80 mm  
 400.00 MeV   2.370E-03  5.717E-07  557.05 mm    21.21 mm    20.68 mm  
 450.00 MeV   2.247E-03  5.129E-07  671.07 mm    26.93 mm    24.52 mm  
 500.00 MeV   2.149E-03  4.655E-07  790.80 mm    32.10 mm    28.46 mm  
 550.00 MeV   2.071E-03  4.263E-07  915.55 mm    36.91 mm    32.48 mm  
 600.00 MeV   2.006E-03  3.934E-07    1.04 m     41.48 mm    36.54 mm  
 650.00 MeV   1.952E-03  3.654E-07    1.18 m     45.84 mm    40.65 mm  
 700.00 MeV   1.907E-03  3.413E-07    1.31 m     50.04 mm    44.78 mm  
 800.00 MeV   1.837E-03  3.016E-07    1.60 m     64.43 mm    53.05 mm  
 900.00 MeV   1.785E-03  2.705E-07    1.89 m     76.94 mm    61.29 mm  
   1.00 GeV   1.746E-03  2.454E-07    2.18 m     88.23 mm    69.46 mm  
   1.10 GeV   1.716E-03  2.246E-07    2.49 m     98.65 mm    77.52 mm  
   1.20 GeV   1.693E-03  2.072E-07    2.80 m    108.37 mm    85.45 mm  
   1.30 GeV   1.675E-03  1.924E-07    3.11 m    117.52 mm    93.24 mm  
   1.40 GeV   1.662E-03  1.796E-07    3.43 m    126.18 mm   100.89 mm  
   1.50 GeV   1.652E-03  1.685E-07    3.74 m    134.41 mm   108.37 mm  
   1.60 GeV   1.644E-03  1.587E-07    4.06 m    142.26 mm   115.71 mm  
   1.70 GeV   1.638E-03  1.500E-07    4.39 m    149.78 mm   122.89 mm  
   1.80 GeV   1.634E-03  1.423E-07    4.71 m    157.00 mm   129.92 mm  
   2.00 GeV   1.629E-03  1.290E-07    5.35 m    182.41 mm   143.54 mm  
   2.25 GeV   1.628E-03  1.156E-07    6.16 m    216.15 mm   159.79 mm  
   2.50 GeV   1.631E-03  1.048E-07    6.97 m    245.30 mm   175.22 mm  
   2.75 GeV   1.636E-03  9.592E-08    7.78 m    271.24 mm   189.92 mm  
   3.00 GeV   1.643E-03  8.846E-08    8.58 m    294.77 mm   203.93 mm  
   3.25 GeV   1.650E-03  8.210E-08    9.38 m    316.39 mm   217.33 mm  
   3.50 GeV   1.659E-03  7.662E-08   10.18 m    336.45 mm   230.16 mm  
   3.75 GeV   1.668E-03  7.185E-08   10.97 m    355.20 mm   242.46 mm  
   4.00 GeV   1.677E-03  6.765E-08   11.76 m    372.84 mm   254.29 mm  
   4.50 GeV   1.695E-03  6.061E-08   13.32 m    434.40 mm   276.66 mm  
   5.00 GeV   1.713E-03  5.493E-08   14.87 m    487.20 mm   297.53 mm  
   5.50 GeV   1.731E-03  5.026E-08   16.40 m    533.89 mm   317.09 mm  
   6.00 GeV   1.748E-03  4.633E-08   17.91 m    576.00 mm   335.51 mm  
   6.50 GeV   1.765E-03  4.299E-08   19.41 m    614.52 mm   352.94 mm  
   7.00 GeV   1.781E-03  4.011E-08   20.90 m    650.13 mm   369.48 mm  
   8.00 GeV   1.811E-03  3.540E-08   23.84 m    772.40 mm   400.29 mm  
   9.00 GeV   1.838E-03  3.171E-08   26.73 m    874.71 mm   428.53 mm  
  10.00 GeV   1.864E-03  2.873E-08   29.58 m    963.78 mm   454.66 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.8955E+01                 eV / Angstrom 
  1.8955E+02                keV / micron   
  1.8955E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  5.8871E+01                 eV / (1E15 atoms/cm2)
  4.0841E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
