 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Iron.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  7.8658E+00 g/cm3 = 8.4817E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Fe     26    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  12.00 MeV   2.510E-02  1.224E-05  351.53 um    16.67 um    21.83 um  
  13.00 MeV   2.364E-02  1.141E-05  403.32 um    18.75 um    24.87 um  
  14.00 MeV   2.236E-02  1.068E-05  458.19 um    20.87 um    28.07 um  
  15.00 MeV   2.122E-02  1.005E-05  516.11 um    23.03 um    31.43 um  
  16.00 MeV   2.021E-02  9.491E-06  577.02 um    25.24 um    34.95 um  
  17.00 MeV   1.931E-02  8.995E-06  640.90 um    27.49 um    38.63 um  
  18.00 MeV   1.849E-02  8.550E-06  707.69 um    29.79 um    42.46 um  
  20.00 MeV   1.706E-02  7.786E-06  849.85 um    37.30 um    50.57 um  
  22.50 MeV   1.559E-02  7.011E-06    1.04 mm    47.95 um    61.54 um  
  25.00 MeV   1.438E-02  6.383E-06    1.25 mm    58.24 um    73.40 um  
  27.50 MeV   1.337E-02  5.862E-06    1.48 mm    68.45 um    86.12 um  
  30.00 MeV   1.251E-02  5.424E-06    1.73 mm    78.70 um    99.68 um  
  32.50 MeV   1.176E-02  5.049E-06    1.99 mm    89.07 um   114.07 um  
  35.00 MeV   1.111E-02  4.725E-06    2.26 mm    99.60 um   129.26 um  
  37.50 MeV   1.054E-02  4.442E-06    2.55 mm   110.30 um   145.23 um  
  40.00 MeV   1.003E-02  4.192E-06    2.86 mm   121.19 um   161.97 um  
  45.00 MeV   9.169E-03  3.771E-06    3.52 mm   157.74 um   197.69 um  
  50.00 MeV   8.462E-03  3.431E-06    4.24 mm   192.70 um   236.31 um  
  55.00 MeV   7.872E-03  3.149E-06    5.01 mm   227.15 um   277.71 um  
  60.00 MeV   7.371E-03  2.911E-06    5.84 mm   261.57 um   321.79 um  
  65.00 MeV   6.941E-03  2.709E-06    6.72 mm   296.21 um   368.46 um  
  70.00 MeV   6.566E-03  2.533E-06    7.66 mm   331.22 um   417.65 um  
  80.00 MeV   5.947E-03  2.245E-06    9.68 mm   449.87 um   523.23 um  
  90.00 MeV   5.455E-03  2.018E-06   11.90 mm   561.53 um   637.96 um  
 100.00 MeV   5.055E-03  1.835E-06   14.31 mm   670.68 um   761.30 um  
 110.00 MeV   4.722E-03  1.683E-06   16.90 mm   779.14 um   892.77 um  
 120.00 MeV   4.441E-03  1.555E-06   19.66 mm   887.79 um     1.03 mm  
 130.00 MeV   4.200E-03  1.446E-06   22.59 mm   997.04 um     1.18 mm  
 140.00 MeV   3.991E-03  1.352E-06   25.67 mm     1.11 mm     1.33 mm  
 150.00 MeV   3.809E-03  1.270E-06   28.92 mm     1.22 mm     1.49 mm  
 160.00 MeV   3.648E-03  1.197E-06   32.31 mm     1.33 mm     1.66 mm  
 170.00 MeV   3.505E-03  1.133E-06   35.85 mm     1.44 mm     1.83 mm  
 180.00 MeV   3.377E-03  1.075E-06   39.52 mm     1.56 mm     2.01 mm  
 200.00 MeV   3.158E-03  9.770E-07   47.27 mm     1.95 mm     2.38 mm  
 225.00 MeV   2.937E-03  8.775E-07   57.66 mm     2.49 mm     2.87 mm  
 250.00 MeV   2.759E-03  7.970E-07   68.77 mm     3.00 mm     3.39 mm  
 275.00 MeV   2.612E-03  7.305E-07   80.56 mm     3.49 mm     3.93 mm  
 300.00 MeV   2.489E-03  6.746E-07   92.97 mm     3.96 mm     4.49 mm  
 325.00 MeV   2.384E-03  6.269E-07  105.96 mm     4.43 mm     5.07 mm  
 350.00 MeV   2.295E-03  5.858E-07  119.49 mm     4.89 mm     5.67 mm  
 375.00 MeV   2.218E-03  5.499E-07  133.52 mm     5.34 mm     6.28 mm  
 400.00 MeV   2.150E-03  5.183E-07  148.01 mm     5.79 mm     6.90 mm  
 450.00 MeV   2.037E-03  4.652E-07  178.26 mm     7.32 mm     8.18 mm  
 500.00 MeV   1.948E-03  4.223E-07  210.05 mm     8.71 mm     9.50 mm  
 550.00 MeV   1.876E-03  3.869E-07  243.17 mm    10.01 mm    10.83 mm  
 600.00 MeV   1.817E-03  3.571E-07  277.48 mm    11.25 mm    12.19 mm  
 650.00 MeV   1.768E-03  3.318E-07  312.82 mm    12.44 mm    13.56 mm  
 700.00 MeV   1.726E-03  3.099E-07  349.09 mm    13.58 mm    14.94 mm  
 800.00 MeV   1.661E-03  2.740E-07  423.95 mm    17.44 mm    17.71 mm  
 900.00 MeV   1.612E-03  2.458E-07  501.43 mm    20.81 mm    20.47 mm  
   1.00 GeV   1.575E-03  2.231E-07  580.99 mm    23.86 mm    23.21 mm  
   1.10 GeV   1.547E-03  2.043E-07  662.21 mm    26.69 mm    25.92 mm  
   1.20 GeV   1.525E-03  1.885E-07  744.77 mm    29.34 mm    28.59 mm  
   1.30 GeV   1.508E-03  1.751E-07  828.41 mm    31.83 mm    31.22 mm  
   1.40 GeV   1.494E-03  1.635E-07  912.91 mm    34.20 mm    33.80 mm  
   1.50 GeV   1.483E-03  1.533E-07  998.11 mm    36.46 mm    36.33 mm  
   1.60 GeV   1.475E-03  1.445E-07    1.08 m     38.62 mm    38.81 mm  
   1.70 GeV   1.468E-03  1.366E-07    1.17 m     40.69 mm    41.24 mm  
   1.80 GeV   1.463E-03  1.295E-07    1.26 m     42.69 mm    43.63 mm  
   2.00 GeV   1.457E-03  1.175E-07    1.43 m     49.59 mm    48.26 mm  
   2.25 GeV   1.453E-03  1.053E-07    1.65 m     58.76 mm    53.80 mm  
   2.50 GeV   1.453E-03  9.552E-08    1.87 m     66.72 mm    59.09 mm  
   2.75 GeV   1.455E-03  8.743E-08    2.09 m     73.83 mm    64.13 mm  
   3.00 GeV   1.458E-03  8.064E-08    2.30 m     80.30 mm    68.95 mm  
   3.25 GeV   1.463E-03  7.486E-08    2.52 m     86.26 mm    73.57 mm  
   3.50 GeV   1.468E-03  6.988E-08    2.74 m     91.81 mm    78.01 mm  
   3.75 GeV   1.473E-03  6.553E-08    2.95 m     97.01 mm    82.27 mm  
   4.00 GeV   1.479E-03  6.171E-08    3.17 m    101.92 mm    86.39 mm  
   4.50 GeV   1.491E-03  5.531E-08    3.60 m    118.93 mm    94.19 mm  
   5.00 GeV   1.503E-03  5.014E-08    4.02 m    133.58 mm   101.50 mm  
   5.50 GeV   1.515E-03  4.588E-08    4.44 m    146.58 mm   108.38 mm  
   6.00 GeV   1.526E-03  4.230E-08    4.86 m    158.36 mm   114.89 mm  
   6.50 GeV   1.537E-03  3.926E-08    5.27 m    169.17 mm   121.06 mm  
   7.00 GeV   1.548E-03  3.664E-08    5.68 m    179.19 mm   126.95 mm  
   8.00 GeV   1.567E-03  3.234E-08    6.50 m    213.56 mm   137.96 mm  
   9.00 GeV   1.585E-03  2.897E-08    7.31 m    242.46 mm   148.12 mm  
  10.00 GeV   1.602E-03  2.626E-08    8.10 m    267.74 mm   157.57 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  7.8655E+01                 eV / Angstrom 
  7.8655E+02                keV / micron   
  7.8655E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  9.2735E+01                 eV / (1E15 atoms/cm2)
  7.4339E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
