 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Platinum.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  2.1450E+01 g/cm3 = 6.6215E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Pt     78    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  60.00 MeV   5.140E-03  1.879E-06    3.13 mm   177.02 um   315.38 um  
  65.00 MeV   4.857E-03  1.750E-06    3.59 mm   199.91 um   358.82 um  
  70.00 MeV   4.610E-03  1.639E-06    4.07 mm   223.32 um   404.40 um  
  80.00 MeV   4.198E-03  1.455E-06    5.11 mm   290.09 um   501.70 um  
  90.00 MeV   3.868E-03  1.310E-06    6.24 mm   355.62 um   606.75 um  
 100.00 MeV   3.598E-03  1.193E-06    7.47 mm   421.34 um   719.08 um  
 110.00 MeV   3.372E-03  1.095E-06    8.78 mm   487.84 um   838.26 um  
 120.00 MeV   3.181E-03  1.013E-06   10.18 mm   555.43 um   963.91 um  
 130.00 MeV   3.016E-03  9.430E-07   11.66 mm   624.22 um     1.10 mm  
 140.00 MeV   2.873E-03  8.824E-07   13.22 mm   694.25 um     1.23 mm  
 150.00 MeV   2.748E-03  8.294E-07   14.85 mm   765.53 um     1.38 mm  
 160.00 MeV   2.637E-03  7.827E-07   16.55 mm   838.04 um     1.52 mm  
 170.00 MeV   2.538E-03  7.412E-07   18.32 mm   911.73 um     1.68 mm  
 180.00 MeV   2.449E-03  7.041E-07   20.16 mm   986.55 um     1.84 mm  
 200.00 MeV   2.297E-03  6.404E-07   24.03 mm     1.20 mm     2.16 mm  
 225.00 MeV   2.143E-03  5.759E-07   29.20 mm     1.50 mm     2.60 mm  
 250.00 MeV   2.018E-03  5.236E-07   34.72 mm     1.78 mm     3.05 mm  
 275.00 MeV   1.915E-03  4.804E-07   40.56 mm     2.06 mm     3.53 mm  
 300.00 MeV   1.829E-03  4.441E-07   46.70 mm     2.33 mm     4.02 mm  
 325.00 MeV   1.756E-03  4.131E-07   53.11 mm     2.61 mm     4.52 mm  
 350.00 MeV   1.693E-03  3.862E-07   59.78 mm     2.88 mm     5.04 mm  
 375.00 MeV   1.639E-03  3.628E-07   66.68 mm     3.15 mm     5.57 mm  
 400.00 MeV   1.591E-03  3.422E-07   73.81 mm     3.42 mm     6.12 mm  
 450.00 MeV   1.512E-03  3.075E-07   88.64 mm     4.22 mm     7.22 mm  
 500.00 MeV   1.450E-03  2.794E-07  104.20 mm     4.96 mm     8.36 mm  
 550.00 MeV   1.399E-03  2.562E-07  120.37 mm     5.67 mm     9.51 mm  
 600.00 MeV   1.358E-03  2.367E-07  137.10 mm     6.35 mm    10.67 mm  
 650.00 MeV   1.323E-03  2.201E-07  154.30 mm     7.01 mm    11.85 mm  
 700.00 MeV   1.294E-03  2.057E-07  171.92 mm     7.66 mm    13.02 mm  
 800.00 MeV   1.249E-03  1.821E-07  208.21 mm     9.59 mm    15.38 mm  
 900.00 MeV   1.216E-03  1.635E-07  245.68 mm    11.31 mm    17.72 mm  
   1.00 GeV   1.192E-03  1.485E-07  284.06 mm    12.90 mm    20.04 mm  
   1.10 GeV   1.173E-03  1.361E-07  323.16 mm    14.38 mm    22.33 mm  
   1.20 GeV   1.159E-03  1.257E-07  362.83 mm    15.77 mm    24.58 mm  
   1.30 GeV   1.148E-03  1.168E-07  402.94 mm    17.09 mm    26.78 mm  
   1.40 GeV   1.140E-03  1.091E-07  443.40 mm    18.35 mm    28.94 mm  
   1.50 GeV   1.133E-03  1.024E-07  484.13 mm    19.55 mm    31.06 mm  
   1.60 GeV   1.129E-03  9.654E-08  525.07 mm    20.71 mm    33.13 mm  
   1.70 GeV   1.126E-03  9.131E-08  566.16 mm    21.82 mm    35.15 mm  
   1.80 GeV   1.123E-03  8.664E-08  607.36 mm    22.88 mm    37.14 mm  
   2.00 GeV   1.121E-03  7.865E-08  689.95 mm    26.22 mm    40.98 mm  
   2.25 GeV   1.122E-03  7.057E-08  793.32 mm    30.61 mm    45.56 mm  
   2.50 GeV   1.124E-03  6.405E-08  896.58 mm    34.45 mm    49.91 mm  
   2.75 GeV   1.128E-03  5.866E-08  999.57 mm    37.91 mm    54.04 mm  
   3.00 GeV   1.134E-03  5.414E-08    1.10 m     41.06 mm    57.99 mm  
   3.25 GeV   1.139E-03  5.029E-08    1.20 m     43.98 mm    61.76 mm  
   3.50 GeV   1.145E-03  4.697E-08    1.31 m     46.69 mm    65.38 mm  
   3.75 GeV   1.151E-03  4.407E-08    1.41 m     49.24 mm    68.85 mm  
   4.00 GeV   1.157E-03  4.152E-08    1.51 m     51.64 mm    72.18 mm  
   4.50 GeV   1.170E-03  3.724E-08    1.71 m     59.51 mm    78.50 mm  
   5.00 GeV   1.182E-03  3.378E-08    1.91 m     66.33 mm    84.39 mm  
   5.50 GeV   1.194E-03  3.093E-08    2.10 m     72.41 mm    89.92 mm  
   6.00 GeV   1.205E-03  2.854E-08    2.29 m     77.92 mm    95.14 mm  
   6.50 GeV   1.215E-03  2.650E-08    2.49 m     82.98 mm   100.08 mm  
   7.00 GeV   1.225E-03  2.474E-08    2.68 m     87.68 mm   104.78 mm  
   8.00 GeV   1.244E-03  2.186E-08    3.05 m    103.29 mm   113.55 mm  
   9.00 GeV   1.261E-03  1.959E-08    3.43 m    116.49 mm   121.62 mm  
  10.00 GeV   1.276E-03  1.777E-08    3.79 m    128.07 mm   129.10 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.1449E+02                 eV / Angstrom 
  2.1449E+03                keV / micron   
  2.1449E+03                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  3.2393E+02                 eV / (1E15 atoms/cm2)
  4.1898E+02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
