 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Ytterbium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  6.9600E+00 g/cm3 = 2.4222E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Yb     70    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   3.25 MeV   3.821E-02  2.425E-05   78.52 um     6.24 um    10.63 um  
   3.50 MeV   3.663E-02  2.280E-05   87.79 um     6.83 um    11.72 um  
   3.75 MeV   3.520E-02  2.152E-05   97.45 um     7.43 um    12.86 um  
   4.00 MeV   3.390E-02  2.039E-05  107.50 um     8.04 um    14.02 um  
   4.50 MeV   3.162E-02  1.847E-05  128.74 um     9.52 um    16.46 um  
   5.00 MeV   2.967E-02  1.690E-05  151.47 um    11.02 um    19.04 um  
   5.50 MeV   2.799E-02  1.559E-05  175.64 um    12.54 um    21.74 um  
   6.00 MeV   2.652E-02  1.448E-05  201.23 um    14.09 um    24.58 um  
   6.50 MeV   2.522E-02  1.353E-05  228.21 um    15.68 um    27.53 um  
   7.00 MeV   2.407E-02  1.270E-05  256.54 um    17.31 um    30.61 um  
   8.00 MeV   2.209E-02  1.133E-05  317.17 um    21.49 um    37.13 um  
   9.00 MeV   2.046E-02  1.025E-05  382.99 um    25.69 um    44.11 um  
  10.00 MeV   1.908E-02  9.361E-06  453.85 um    29.96 um    51.53 um  
  11.00 MeV   1.791E-02  8.624E-06  529.64 um    34.34 um    59.39 um  
  12.00 MeV   1.689E-02  8.000E-06  610.24 um    38.82 um    67.68 um  
  13.00 MeV   1.599E-02  7.465E-06  695.57 um    43.43 um    76.37 um  
  14.00 MeV   1.520E-02  7.002E-06  785.53 um    48.17 um    85.48 um  
  15.00 MeV   1.450E-02  6.595E-06  880.04 um    53.03 um    94.97 um  
  16.00 MeV   1.387E-02  6.236E-06  979.04 um    58.01 um   104.86 um  
  17.00 MeV   1.330E-02  5.916E-06    1.08 mm    63.13 um   115.13 um  
  18.00 MeV   1.278E-02  5.629E-06    1.19 mm    68.38 um   125.78 um  
  20.00 MeV   1.187E-02  5.135E-06    1.42 mm    82.31 um   148.19 um  
  22.50 MeV   1.092E-02  4.633E-06    1.73 mm   101.61 um   178.22 um  
  25.00 MeV   1.013E-02  4.225E-06    2.06 mm   120.96 um   210.42 um  
  27.50 MeV   9.465E-03  3.886E-06    2.42 mm   140.60 um   244.73 um  
  30.00 MeV   8.894E-03  3.600E-06    2.80 mm   160.65 um   281.08 um  
  32.50 MeV   8.397E-03  3.355E-06    3.21 mm   181.17 um   319.42 um  
  35.00 MeV   7.961E-03  3.143E-06    3.64 mm   202.22 um   359.69 um  
  37.50 MeV   7.575E-03  2.958E-06    4.10 mm   223.80 um   401.86 um  
  40.00 MeV   7.231E-03  2.794E-06    4.57 mm   245.93 um   445.88 um  
  45.00 MeV   6.642E-03  2.518E-06    5.59 mm   308.32 um   539.34 um  
  50.00 MeV   6.156E-03  2.293E-06    6.69 mm   370.18 um   639.74 um  
  55.00 MeV   5.748E-03  2.108E-06    7.88 mm   432.53 um   746.81 um  
  60.00 MeV   5.400E-03  1.951E-06    9.15 mm   495.85 um   860.31 um  
  65.00 MeV   5.100E-03  1.817E-06   10.49 mm   560.43 um   980.00 um  
  70.00 MeV   4.838E-03  1.701E-06   11.91 mm   626.38 um     1.11 mm  
  80.00 MeV   4.401E-03  1.510E-06   14.97 mm   819.45 um     1.37 mm  
  90.00 MeV   4.052E-03  1.359E-06   18.32 mm     1.01 mm     1.66 mm  
 100.00 MeV   3.766E-03  1.237E-06   21.94 mm     1.20 mm     1.98 mm  
 110.00 MeV   3.528E-03  1.136E-06   25.82 mm     1.39 mm     2.31 mm  
 120.00 MeV   3.325E-03  1.051E-06   29.95 mm     1.58 mm     2.65 mm  
 130.00 MeV   3.152E-03  9.779E-07   34.32 mm     1.77 mm     3.02 mm  
 140.00 MeV   3.001E-03  9.149E-07   38.92 mm     1.97 mm     3.40 mm  
 150.00 MeV   2.869E-03  8.599E-07   43.74 mm     2.18 mm     3.80 mm  
 160.00 MeV   2.752E-03  8.114E-07   48.78 mm     2.38 mm     4.21 mm  
 170.00 MeV   2.648E-03  7.683E-07   54.02 mm     2.59 mm     4.63 mm  
 180.00 MeV   2.555E-03  7.298E-07   59.47 mm     2.80 mm     5.07 mm  
 200.00 MeV   2.395E-03  6.637E-07   70.92 mm     3.42 mm     5.99 mm  
 225.00 MeV   2.233E-03  5.967E-07   86.24 mm     4.28 mm     7.19 mm  
 250.00 MeV   2.102E-03  5.425E-07  102.61 mm     5.11 mm     8.46 mm  
 275.00 MeV   1.994E-03  4.977E-07  119.93 mm     5.91 mm     9.78 mm  
 300.00 MeV   1.903E-03  4.600E-07  138.14 mm     6.71 mm    11.15 mm  
 325.00 MeV   1.826E-03  4.278E-07  157.17 mm     7.49 mm    12.57 mm  
 350.00 MeV   1.760E-03  4.000E-07  176.96 mm     8.28 mm    14.02 mm  
 375.00 MeV   1.703E-03  3.758E-07  197.46 mm     9.05 mm    15.50 mm  
 400.00 MeV   1.653E-03  3.544E-07  218.62 mm     9.83 mm    17.01 mm  
 450.00 MeV   1.570E-03  3.184E-07  262.72 mm    12.17 mm    20.10 mm  
 500.00 MeV   1.504E-03  2.893E-07  308.97 mm    14.35 mm    23.27 mm  
 550.00 MeV   1.451E-03  2.652E-07  357.09 mm    16.42 mm    26.50 mm  
