 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Cerium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  6.6724E+00 g/cm3 = 2.8676E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ce     58    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   9.00 MeV   2.304E-02  1.106E-05  351.51 um    21.29 um    35.33 um  
  10.00 MeV   2.145E-02  1.010E-05  417.60 um    24.98 um    41.44 um  
  11.00 MeV   2.009E-02  9.301E-06  488.42 um    28.74 um    47.93 um  
  12.00 MeV   1.891E-02  8.625E-06  563.86 um    32.59 um    54.78 um  
  13.00 MeV   1.788E-02  8.046E-06  643.85 um    36.53 um    61.98 um  
  14.00 MeV   1.697E-02  7.544E-06  728.30 um    40.58 um    69.54 um  
  15.00 MeV   1.616E-02  7.104E-06  817.15 um    44.73 um    77.44 um  
  16.00 MeV   1.544E-02  6.716E-06  910.33 um    48.98 um    85.67 um  
  17.00 MeV   1.479E-02  6.370E-06    1.01 mm    53.34 um    94.24 um  
  18.00 MeV   1.419E-02  6.059E-06    1.11 mm    57.81 um   103.14 um  
  20.00 MeV   1.315E-02  5.525E-06    1.33 mm    70.32 um   121.90 um  
  22.50 MeV   1.208E-02  4.983E-06    1.62 mm    87.80 um   147.11 um  
  25.00 MeV   1.119E-02  4.543E-06    1.93 mm   105.15 um   174.21 um  
  27.50 MeV   1.043E-02  4.177E-06    2.28 mm   122.66 um   203.16 um  
  30.00 MeV   9.788E-03  3.869E-06    2.64 mm   140.47 um   233.89 um  
  32.50 MeV   9.229E-03  3.605E-06    3.03 mm   158.65 um   266.37 um  
  35.00 MeV   8.740E-03  3.376E-06    3.44 mm   177.26 um   300.55 um  
  37.50 MeV   8.307E-03  3.176E-06    3.87 mm   196.31 um   336.39 um  
  40.00 MeV   7.921E-03  3.000E-06    4.33 mm   215.82 um   373.85 um  
  45.00 MeV   7.263E-03  2.702E-06    5.30 mm   273.49 um   453.54 um  
  50.00 MeV   6.722E-03  2.461E-06    6.36 mm   330.13 um   539.34 um  
  55.00 MeV   6.268E-03  2.261E-06    7.50 mm   386.88 um   631.01 um  
  60.00 MeV   5.882E-03  2.092E-06    8.71 mm   444.30 um   728.35 um  
  65.00 MeV   5.549E-03  1.948E-06   10.01 mm   502.66 um   831.15 um  
  70.00 MeV   5.259E-03  1.823E-06   11.37 mm   562.13 um   939.23 um  
  80.00 MeV   4.777E-03  1.618E-06   14.32 mm   743.60 um     1.17 mm  
  90.00 MeV   4.392E-03  1.456E-06   17.55 mm   918.83 um     1.42 mm  
 100.00 MeV   4.078E-03  1.325E-06   21.05 mm     1.09 mm     1.69 mm  
 110.00 MeV   3.817E-03  1.216E-06   24.80 mm     1.27 mm     1.98 mm  
 120.00 MeV   3.595E-03  1.125E-06   28.80 mm     1.44 mm     2.28 mm  
 130.00 MeV   3.405E-03  1.047E-06   33.03 mm     1.62 mm     2.59 mm  
 140.00 MeV   3.240E-03  9.792E-07   37.48 mm     1.81 mm     2.93 mm  
 150.00 MeV   3.096E-03  9.202E-07   42.16 mm     1.99 mm     3.27 mm  
 160.00 MeV   2.969E-03  8.681E-07   47.04 mm     2.18 mm     3.63 mm  
 170.00 MeV   2.855E-03  8.219E-07   52.13 mm     2.37 mm     4.00 mm  
 180.00 MeV   2.754E-03  7.806E-07   57.42 mm     2.56 mm     4.38 mm  
 200.00 MeV   2.579E-03  7.097E-07   68.54 mm     3.15 mm     5.18 mm  
 225.00 MeV   2.403E-03  6.380E-07   83.42 mm     3.96 mm     6.23 mm  
 250.00 MeV   2.261E-03  5.799E-07   99.32 mm     4.74 mm     7.33 mm  
 275.00 MeV   2.144E-03  5.319E-07  116.17 mm     5.49 mm     8.49 mm  
 300.00 MeV   2.046E-03  4.915E-07  133.87 mm     6.24 mm     9.68 mm  
 325.00 MeV   1.963E-03  4.571E-07  152.39 mm     6.97 mm    10.92 mm  
 350.00 MeV   1.891E-03  4.273E-07  171.65 mm     7.69 mm    12.18 mm  
 375.00 MeV   1.829E-03  4.013E-07  191.60 mm     8.42 mm    13.48 mm  
 400.00 MeV   1.775E-03  3.784E-07  212.19 mm     9.13 mm    14.80 mm  
 450.00 MeV   1.686E-03  3.399E-07  255.13 mm    11.37 mm    17.50 mm  
 500.00 MeV   1.615E-03  3.088E-07  300.16 mm    13.45 mm    20.28 mm  
