 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Niobium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  8.5700E+00 g/cm3 = 5.5549E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Nb     41    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  70.00 MeV   5.816E-03  2.161E-06    7.99 mm   367.79 um   554.83 um  
  80.00 MeV   5.277E-03  1.917E-06   10.08 mm   492.63 um   692.81 um  
  90.00 MeV   4.848E-03  1.724E-06   12.36 mm   611.62 um   842.41 um  
 100.00 MeV   4.498E-03  1.568E-06   14.84 mm   728.82 um     1.00 mm  
 110.00 MeV   4.206E-03  1.439E-06   17.50 mm   845.94 um     1.17 mm  
 120.00 MeV   3.960E-03  1.330E-06   20.33 mm   963.77 um     1.35 mm  
 130.00 MeV   3.749E-03  1.237E-06   23.33 mm     1.08 mm     1.54 mm  
 140.00 MeV   3.565E-03  1.157E-06   26.50 mm     1.20 mm     1.74 mm  
 150.00 MeV   3.405E-03  1.087E-06   29.82 mm     1.32 mm     1.95 mm  
 160.00 MeV   3.264E-03  1.025E-06   33.29 mm     1.45 mm     2.16 mm  
 170.00 MeV   3.138E-03  9.707E-07   36.90 mm     1.57 mm     2.39 mm  
 180.00 MeV   3.025E-03  9.216E-07   40.66 mm     1.70 mm     2.62 mm  
 200.00 MeV   2.832E-03  8.376E-07   48.57 mm     2.10 mm     3.09 mm  
 225.00 MeV   2.637E-03  7.526E-07   59.16 mm     2.67 mm     3.73 mm  
 250.00 MeV   2.479E-03  6.839E-07   70.49 mm     3.20 mm     4.39 mm  
 275.00 MeV   2.349E-03  6.271E-07   82.48 mm     3.72 mm     5.08 mm  
 300.00 MeV   2.241E-03  5.793E-07   95.11 mm     4.22 mm     5.81 mm  
 325.00 MeV   2.149E-03  5.386E-07  108.31 mm     4.72 mm     6.55 mm  
 350.00 MeV   2.070E-03  5.034E-07  122.04 mm     5.21 mm     7.31 mm  
 375.00 MeV   2.001E-03  4.726E-07  136.28 mm     5.69 mm     8.09 mm  
 400.00 MeV   1.942E-03  4.456E-07  150.98 mm     6.17 mm     8.89 mm  
 450.00 MeV   1.842E-03  4.001E-07  181.63 mm     7.74 mm    10.52 mm  
 500.00 MeV   1.764E-03  3.634E-07  213.80 mm     9.18 mm    12.20 mm  
 550.00 MeV   1.700E-03  3.330E-07  247.29 mm    10.54 mm    13.90 mm  
 600.00 MeV   1.648E-03  3.075E-07  281.94 mm    11.83 mm    15.63 mm  
 650.00 MeV   1.605E-03  2.858E-07  317.61 mm    13.07 mm    17.36 mm  
 700.00 MeV   1.569E-03  2.670E-07  354.19 mm    14.27 mm    19.11 mm  
 800.00 MeV   1.511E-03  2.362E-07  429.59 mm    18.17 mm    22.62 mm  
 900.00 MeV   1.469E-03  2.120E-07  507.51 mm    21.61 mm    26.10 mm  
   1.00 GeV   1.438E-03  1.924E-07  587.43 mm    24.73 mm    29.56 mm  
   1.10 GeV   1.414E-03  1.762E-07  668.92 mm    27.62 mm    32.97 mm  
   1.20 GeV   1.395E-03  1.627E-07  751.67 mm    30.33 mm    36.33 mm  
   1.30 GeV   1.381E-03  1.511E-07  835.40 mm    32.90 mm    39.62 mm  
   1.40 GeV   1.370E-03  1.411E-07  919.92 mm    35.33 mm    42.86 mm  
   1.50 GeV   1.361E-03  1.324E-07    1.01 m     37.65 mm    46.02 mm  
   1.60 GeV   1.355E-03  1.248E-07    1.09 m     39.86 mm    49.13 mm  
   1.70 GeV   1.350E-03  1.180E-07    1.18 m     41.99 mm    52.17 mm  
   1.80 GeV   1.346E-03  1.119E-07    1.26 m     44.04 mm    55.14 mm  
   2.00 GeV   1.342E-03  1.015E-07    1.44 m     50.92 mm    60.92 mm  
   2.25 GeV   1.341E-03  9.107E-08    1.65 m     60.03 mm    67.80 mm  
   2.50 GeV   1.343E-03  8.261E-08    1.87 m     67.95 mm    74.35 mm  
   2.75 GeV   1.347E-03  7.564E-08    2.09 m     75.03 mm    80.59 mm  
   3.00 GeV   1.352E-03  6.978E-08    2.30 m     81.47 mm    86.55 mm  
   3.25 GeV   1.357E-03  6.479E-08    2.52 m     87.41 mm    92.25 mm  
   3.50 GeV   1.363E-03  6.049E-08    2.73 m     92.93 mm    97.71 mm  
   3.75 GeV   1.370E-03  5.674E-08    2.94 m     98.11 mm   102.96 mm  
   4.00 GeV   1.376E-03  5.345E-08    3.16 m    102.99 mm   108.01 mm  
   4.50 GeV   1.390E-03  4.791E-08    3.58 m    119.64 mm   117.57 mm  
   5.00 GeV   1.403E-03  4.344E-08    3.99 m    133.99 mm   126.51 mm  
   5.50 GeV   1.415E-03  3.976E-08    4.41 m    146.74 mm   134.92 mm  
   6.00 GeV   1.428E-03  3.667E-08    4.82 m    158.27 mm   142.85 mm  
   6.50 GeV   1.439E-03  3.404E-08    5.22 m    168.86 mm   150.36 mm  
   7.00 GeV   1.450E-03  3.177E-08    5.63 m    178.68 mm   157.51 mm  
   8.00 GeV   1.471E-03  2.806E-08    6.43 m    212.04 mm   170.88 mm  
   9.00 GeV   1.490E-03  2.514E-08    7.21 m    240.13 mm   183.18 mm  
  10.00 GeV   1.506E-03  2.279E-08    7.99 m    264.70 mm   194.60 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  8.5697E+01                 eV / Angstrom 
  8.5697E+02                keV / micron   
  8.5697E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  1.5427E+02                 eV / (1E15 atoms/cm2)
  1.4875E+02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
