 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Gallium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  5.9040E+00 g/cm3 = 5.0995E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ga     31    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 170.00 MeV   3.277E-03  1.015E-06   51.21 mm     2.10 mm     2.87 mm  
 180.00 MeV   3.159E-03  9.636E-07   56.45 mm     2.27 mm     3.14 mm  
 200.00 MeV   2.956E-03  8.755E-07   67.47 mm     2.82 mm     3.72 mm  
 225.00 MeV   2.751E-03  7.864E-07   82.23 mm     3.60 mm     4.48 mm  
 250.00 MeV   2.585E-03  7.144E-07   98.03 mm     4.33 mm     5.29 mm  
 275.00 MeV   2.449E-03  6.549E-07  114.76 mm     5.03 mm     6.13 mm  
 300.00 MeV   2.335E-03  6.049E-07  132.38 mm     5.71 mm     7.00 mm  
 325.00 MeV   2.238E-03  5.622E-07  150.80 mm     6.38 mm     7.90 mm  
 350.00 MeV   2.155E-03  5.254E-07  169.98 mm     7.04 mm     8.82 mm  
 375.00 MeV   2.084E-03  4.932E-07  189.86 mm     7.69 mm     9.77 mm  
 400.00 MeV   2.021E-03  4.649E-07  210.39 mm     8.34 mm    10.74 mm  
 450.00 MeV   1.917E-03  4.174E-07  253.21 mm    10.51 mm    12.71 mm  
 500.00 MeV   1.834E-03  3.789E-07  298.17 mm    12.49 mm    14.74 mm  
 550.00 MeV   1.768E-03  3.472E-07  344.99 mm    14.35 mm    16.81 mm  
 600.00 MeV   1.713E-03  3.205E-07  393.45 mm    16.11 mm    18.90 mm  
 650.00 MeV   1.667E-03  2.978E-07  443.36 mm    17.81 mm    21.01 mm  
 700.00 MeV   1.629E-03  2.782E-07  494.54 mm    19.44 mm    23.14 mm  
 800.00 MeV   1.569E-03  2.460E-07  600.09 mm    24.88 mm    27.39 mm  
 900.00 MeV   1.524E-03  2.208E-07  709.24 mm    29.64 mm    31.63 mm  
   1.00 GeV   1.491E-03  2.003E-07  821.22 mm    33.96 mm    35.84 mm  
   1.10 GeV   1.465E-03  1.835E-07  935.47 mm    37.96 mm    39.99 mm  
   1.20 GeV   1.445E-03  1.693E-07    1.05 m     41.70 mm    44.07 mm  
   1.30 GeV   1.429E-03  1.573E-07    1.17 m     45.23 mm    48.09 mm  
   1.40 GeV   1.417E-03  1.469E-07    1.29 m     48.58 mm    52.03 mm  
   1.50 GeV   1.408E-03  1.378E-07    1.41 m     51.77 mm    55.89 mm  
   1.60 GeV   1.401E-03  1.298E-07    1.53 m     54.83 mm    59.68 mm  
   1.70 GeV   1.395E-03  1.227E-07    1.65 m     57.76 mm    63.40 mm  
   1.80 GeV   1.391E-03  1.164E-07    1.77 m     60.57 mm    67.03 mm  
   2.00 GeV   1.385E-03  1.056E-07    2.01 m     70.23 mm    74.09 mm  
   2.25 GeV   1.383E-03  9.468E-08    2.32 m     83.05 mm    82.52 mm  
   2.50 GeV   1.384E-03  8.587E-08    2.62 m     94.18 mm    90.54 mm  
   2.75 GeV   1.386E-03  7.861E-08    2.93 m    104.13 mm    98.20 mm  
   3.00 GeV   1.390E-03  7.251E-08    3.23 m    113.18 mm   105.52 mm  
   3.25 GeV   1.395E-03  6.732E-08    3.54 m    121.52 mm   112.52 mm  
   3.50 GeV   1.400E-03  6.284E-08    3.84 m    129.29 mm   119.25 mm  
   3.75 GeV   1.406E-03  5.894E-08    4.14 m    136.57 mm   125.71 mm  
   4.00 GeV   1.412E-03  5.551E-08    4.44 m    143.43 mm   131.93 mm  
   4.50 GeV   1.423E-03  4.975E-08    5.04 m    167.10 mm   143.74 mm  
   5.00 GeV   1.435E-03  4.511E-08    5.63 m    187.51 mm   154.80 mm  
   5.50 GeV   1.447E-03  4.128E-08    6.22 m    205.64 mm   165.20 mm  
   6.00 GeV   1.458E-03  3.806E-08    6.80 m    222.06 mm   175.04 mm  
   6.50 GeV   1.468E-03  3.533E-08    7.38 m    237.14 mm   184.37 mm  
   7.00 GeV   1.478E-03  3.297E-08    7.95 m    251.12 mm   193.27 mm  
   8.00 GeV   1.497E-03  2.911E-08    9.09 m    298.98 mm   209.91 mm  
   9.00 GeV   1.514E-03  2.608E-08   10.21 m    339.27 mm   225.27 mm  
  10.00 GeV   1.529E-03  2.364E-08   11.33 m    374.55 mm   239.56 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
