 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Europium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  5.2440E+00 g/cm3 = 2.0780E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Eu     63    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   3.75 MeV   3.862E-02  2.305E-05  116.03 um     8.04 um    13.95 um  
   4.00 MeV   3.714E-02  2.184E-05  128.26 um     8.73 um    15.26 um  
   4.50 MeV   3.456E-02  1.977E-05  154.16 um    10.46 um    18.03 um  
   5.00 MeV   3.236E-02  1.809E-05  181.92 um    12.19 um    20.95 um  
   5.50 MeV   3.047E-02  1.668E-05  211.50 um    13.96 um    24.02 um  
   6.00 MeV   2.883E-02  1.549E-05  242.86 um    15.76 um    27.25 um  
   6.50 MeV   2.738E-02  1.447E-05  275.97 um    17.59 um    30.63 um  
   7.00 MeV   2.609E-02  1.358E-05  310.79 um    19.47 um    34.15 um  
   8.00 MeV   2.389E-02  1.211E-05  385.40 um    24.46 um    41.62 um  
   9.00 MeV   2.209E-02  1.095E-05  466.53 um    29.44 um    49.64 um  
  10.00 MeV   2.057E-02  9.999E-06  554.03 um    34.49 um    58.19 um  
  11.00 MeV   1.928E-02  9.209E-06  647.72 um    39.65 um    67.26 um  
  12.00 MeV   1.816E-02  8.542E-06  747.47 um    44.93 um    76.84 um  
  13.00 MeV   1.718E-02  7.969E-06  853.18 um    50.35 um    86.90 um  
  14.00 MeV   1.632E-02  7.473E-06  964.72 um    55.91 um    97.45 um  
  15.00 MeV   1.555E-02  7.038E-06    1.08 mm    61.62 um   108.47 um  
  16.00 MeV   1.486E-02  6.654E-06    1.20 mm    67.48 um   119.95 um  
  17.00 MeV   1.424E-02  6.311E-06    1.33 mm    73.49 um   131.89 um  
  18.00 MeV   1.367E-02  6.004E-06    1.47 mm    79.65 um   144.27 um  
  20.00 MeV   1.269E-02  5.476E-06    1.75 mm    96.49 um   170.37 um  
  22.50 MeV   1.166E-02  4.940E-06    2.14 mm   119.93 um   205.40 um  
  25.00 MeV   1.081E-02  4.504E-06    2.55 mm   143.30 um   243.02 um  
  27.50 MeV   1.009E-02  4.142E-06    3.00 mm   166.93 um   283.14 um  
  30.00 MeV   9.471E-03  3.836E-06    3.48 mm   191.01 um   325.71 um  
  32.50 MeV   8.936E-03  3.575E-06    3.99 mm   215.62 um   370.64 um  
  35.00 MeV   8.467E-03  3.349E-06    4.53 mm   240.83 um   417.89 um  
  37.50 MeV   8.052E-03  3.151E-06    5.10 mm   266.65 um   467.39 um  
  40.00 MeV   7.682E-03  2.976E-06    5.69 mm   293.11 um   519.10 um  
  45.00 MeV   7.050E-03  2.681E-06    6.97 mm   369.70 um   629.00 um  
  50.00 MeV   6.530E-03  2.442E-06    8.35 mm   445.22 um   747.20 um  
  55.00 MeV   6.093E-03  2.244E-06    9.84 mm   521.09 um   873.36 um  
  60.00 MeV   5.721E-03  2.077E-06   11.43 mm   597.96 um     1.01 mm  
  65.00 MeV   5.400E-03  1.934E-06   13.12 mm   676.21 um     1.15 mm  
  70.00 MeV   5.119E-03  1.810E-06   14.90 mm   756.02 um     1.30 mm  
  80.00 MeV   4.654E-03  1.607E-06   18.75 mm   995.16 um     1.61 mm  
  90.00 MeV   4.282E-03  1.446E-06   22.96 mm     1.23 mm     1.96 mm  
 100.00 MeV   3.978E-03  1.316E-06   27.52 mm     1.46 mm     2.33 mm  
 110.00 MeV   3.724E-03  1.208E-06   32.40 mm     1.69 mm     2.72 mm  
 120.00 MeV   3.509E-03  1.117E-06   37.60 mm     1.93 mm     3.13 mm  
 130.00 MeV   3.325E-03  1.040E-06   43.11 mm     2.16 mm     3.56 mm  
 140.00 MeV   3.165E-03  9.728E-07   48.91 mm     2.41 mm     4.02 mm  
 150.00 MeV   3.024E-03  9.142E-07   54.99 mm     2.65 mm     4.49 mm  
 160.00 MeV   2.901E-03  8.626E-07   61.35 mm     2.90 mm     4.98 mm  
 170.00 MeV   2.790E-03  8.167E-07   67.96 mm     3.16 mm     5.48 mm  
 180.00 MeV   2.692E-03  7.757E-07   74.83 mm     3.41 mm     6.00 mm  
 200.00 MeV   2.522E-03  7.053E-07   89.29 mm     4.19 mm     7.09 mm  
 225.00 MeV   2.351E-03  6.341E-07  108.64 mm     5.26 mm     8.52 mm  
 250.00 MeV   2.212E-03  5.764E-07  129.30 mm     6.28 mm    10.03 mm  
 275.00 MeV   2.098E-03  5.288E-07  151.18 mm     7.27 mm    11.60 mm  
 300.00 MeV   2.002E-03  4.887E-07  174.18 mm     8.25 mm    13.23 mm  
 325.00 MeV   1.921E-03  4.544E-07  198.23 mm     9.22 mm    14.91 mm  
 350.00 MeV   1.851E-03  4.249E-07  223.24 mm    10.19 mm    16.64 mm  
 375.00 MeV   1.791E-03  3.991E-07  249.15 mm    11.14 mm    18.41 mm  
 400.00 MeV   1.738E-03  3.763E-07  275.89 mm    12.09 mm    20.21 mm  
 450.00 MeV   1.651E-03  3.381E-07  331.63 mm    15.03 mm    23.89 mm  
 500.00 MeV   1.581E-03  3.071E-07  390.09 mm    17.74 mm    27.67 mm  
 550.00 MeV   1.525E-03  2.816E-07  450.93 mm    20.31 mm    31.51 mm  
 600.00 MeV   1.479E-03  2.601E-07  513.85 mm    22.78 mm    35.39 mm  
 650.00 MeV   1.441E-03  2.418E-07  578.59 mm    25.16 mm    39.31 mm  
 700.00 MeV   1.409E-03  2.259E-07  644.94 mm    27.47 mm    43.24 mm  
 800.00 MeV   1.359E-03  2.000E-07  781.68 mm    34.66 mm    51.12 mm  
 900.00 MeV   1.322E-03  1.795E-07  922.90 mm    41.03 mm    58.97 mm  
   1.00 GeV   1.294E-03  1.630E-07    1.07 m     46.87 mm    66.73 mm  
   1.10 GeV   1.274E-03  1.494E-07    1.22 m     52.29 mm    74.38 mm  
   1.20 GeV   1.258E-03  1.379E-07    1.36 m     57.40 mm    81.91 mm  
   1.30 GeV   1.245E-03  1.281E-07    1.52 m     62.23 mm    89.30 mm  
   1.40 GeV   1.236E-03  1.197E-07    1.67 m     66.82 mm    96.55 mm  
   1.50 GeV   1.229E-03  1.124E-07    1.82 m     71.21 mm   103.65 mm  
   1.60 GeV   1.224E-03  1.059E-07    1.98 m     75.41 mm   110.60 mm  
   1.70 GeV   1.220E-03  1.001E-07    2.13 m     79.44 mm   117.40 mm  
   1.80 GeV   1.217E-03  9.502E-08    2.29 m     83.33 mm   124.06 mm  
   2.00 GeV   1.214E-03  8.623E-08    2.60 m     95.86 mm   136.97 mm  
   2.25 GeV   1.214E-03  7.736E-08    2.99 m    112.36 mm   152.35 mm  
   2.50 GeV   1.217E-03  7.020E-08    3.38 m    126.78 mm   166.97 mm  
   2.75 GeV   1.221E-03  6.429E-08    3.77 m    139.70 mm   180.88 mm  
   3.00 GeV   1.227E-03  5.933E-08    4.16 m    151.47 mm   194.15 mm  
   3.25 GeV   1.233E-03  5.510E-08    4.55 m    162.34 mm   206.84 mm  
   3.50 GeV   1.239E-03  5.145E-08    4.93 m    172.45 mm   218.99 mm  
   3.75 GeV   1.246E-03  4.827E-08    5.31 m    181.92 mm   230.66 mm  
   4.00 GeV   1.252E-03  4.548E-08    5.69 m    190.86 mm   241.87 mm  
   4.50 GeV   1.266E-03  4.078E-08    6.45 m    220.62 mm   263.09 mm  
   5.00 GeV   1.279E-03  3.699E-08    7.20 m    246.34 mm   282.90 mm  
   5.50 GeV   1.292E-03  3.386E-08    7.94 m    269.20 mm   301.48 mm  
   6.00 GeV   1.305E-03  3.124E-08    8.67 m    289.90 mm   319.00 mm  
   6.50 GeV   1.317E-03  2.900E-08    9.40 m    308.89 mm   335.59 mm  
   7.00 GeV   1.328E-03  2.707E-08   10.12 m    326.49 mm   351.35 mm  
   8.00 GeV   1.349E-03  2.392E-08   11.54 m    385.49 mm   380.74 mm  
   9.00 GeV   1.369E-03  2.144E-08   12.94 m    435.20 mm   407.73 mm  
  10.00 GeV   1.386E-03  1.944E-08   14.32 m    478.67 mm   432.75 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  5.2438E+01                 eV / Angstrom 
  5.2438E+02                keV / micron   
  5.2438E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  2.5235E+02                 eV / (1E15 atoms/cm2)
  2.9476E+02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
