 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Manganese.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  7.4341E+00 g/cm3 = 8.1488E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Mn     25    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  30.00 MeV   1.232E-02  5.207E-06    1.85 mm    84.03 um   104.61 um  
  32.50 MeV   1.159E-02  4.847E-06    2.13 mm    95.12 um   119.74 um  
  35.00 MeV   1.095E-02  4.536E-06    2.43 mm   106.36 um   135.71 um  
  37.50 MeV   1.038E-02  4.264E-06    2.74 mm   117.79 um   152.52 um  
  40.00 MeV   9.880E-03  4.024E-06    3.07 mm   129.42 um   170.13 um  
  45.00 MeV   9.028E-03  3.620E-06    3.78 mm   168.64 um   207.73 um  
  50.00 MeV   8.330E-03  3.292E-06    4.55 mm   206.11 um   248.37 um  
  55.00 MeV   7.748E-03  3.022E-06    5.38 mm   243.02 um   291.96 um  
  60.00 MeV   7.255E-03  2.794E-06    6.27 mm   279.88 um   338.37 um  
  65.00 MeV   6.830E-03  2.599E-06    7.22 mm   316.96 um   387.53 um  
  70.00 MeV   6.462E-03  2.431E-06    8.23 mm   354.42 um   439.33 um  
  80.00 MeV   5.852E-03  2.155E-06   10.41 mm   481.89 um   550.56 um  
  90.00 MeV   5.367E-03  1.937E-06   12.79 mm   601.73 um   671.44 um  
 100.00 MeV   4.972E-03  1.760E-06   15.38 mm   718.83 um   801.41 um  
 110.00 MeV   4.644E-03  1.615E-06   18.17 mm   835.14 um   939.97 um  
 120.00 MeV   4.367E-03  1.492E-06   21.14 mm   951.60 um     1.09 mm  
 130.00 MeV   4.130E-03  1.387E-06   24.29 mm     1.07 mm     1.24 mm  
 140.00 MeV   3.925E-03  1.297E-06   27.61 mm     1.19 mm     1.40 mm  
 150.00 MeV   3.746E-03  1.218E-06   31.10 mm     1.31 mm     1.57 mm  
 160.00 MeV   3.587E-03  1.149E-06   34.76 mm     1.43 mm     1.75 mm  
 170.00 MeV   3.447E-03  1.087E-06   38.56 mm     1.55 mm     1.93 mm  
 180.00 MeV   3.321E-03  1.032E-06   42.52 mm     1.67 mm     2.11 mm  
 200.00 MeV   3.105E-03  9.371E-07   50.86 mm     2.09 mm     2.51 mm  
 225.00 MeV   2.887E-03  8.416E-07   62.04 mm     2.67 mm     3.02 mm  
 250.00 MeV   2.712E-03  7.644E-07   74.00 mm     3.22 mm     3.57 mm  
 275.00 MeV   2.567E-03  7.006E-07   86.69 mm     3.74 mm     4.14 mm  
 300.00 MeV   2.446E-03  6.470E-07  100.05 mm     4.25 mm     4.73 mm  
 325.00 MeV   2.344E-03  6.012E-07  114.04 mm     4.75 mm     5.34 mm  
 350.00 MeV   2.256E-03  5.618E-07  128.60 mm     5.24 mm     5.97 mm  
 375.00 MeV   2.180E-03  5.273E-07  143.70 mm     5.73 mm     6.62 mm  
 400.00 MeV   2.113E-03  4.970E-07  159.31 mm     6.21 mm     7.28 mm  
 450.00 MeV   2.003E-03  4.461E-07  191.88 mm     7.86 mm     8.63 mm  
 500.00 MeV   1.915E-03  4.050E-07  226.10 mm     9.35 mm    10.01 mm  
 550.00 MeV   1.844E-03  3.710E-07  261.76 mm    10.75 mm    11.43 mm  
 600.00 MeV   1.786E-03  3.425E-07  298.69 mm    12.08 mm    12.86 mm  
 650.00 MeV   1.737E-03  3.181E-07  336.75 mm    13.36 mm    14.30 mm  
 700.00 MeV   1.697E-03  2.971E-07  375.80 mm    14.58 mm    15.76 mm  
