 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Nitrogen (gas).txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  1.2500E-03 g/cm3 = 5.3741E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      N      7    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   1.30 GeV   1.878E-03  2.238E-07    4.19 km   156.22 m     79.85 m   
   1.40 GeV   1.861E-03  2.089E-07    4.62 km   167.78 m     86.45 m   
   1.50 GeV   1.849E-03  1.959E-07    5.05 km   178.77 m     92.93 m   
   1.60 GeV   1.839E-03  1.844E-07    5.48 km   189.25 m     99.29 m   
   1.70 GeV   1.831E-03  1.743E-07    5.92 km   199.28 m    105.51 m   
   1.80 GeV   1.825E-03  1.652E-07    6.35 km   208.91 m    111.61 m   
   2.00 GeV   1.818E-03  1.498E-07    7.23 km   243.44 m    123.43 m   
   2.25 GeV   1.815E-03  1.342E-07    8.33 km   289.38 m    137.56 m   
   2.50 GeV   1.817E-03  1.216E-07    9.43 km   329.02 m    151.00 m   
   2.75 GeV   1.821E-03  1.112E-07   10.53 km   364.29 m    163.81 m   
   3.00 GeV   1.827E-03  1.025E-07   11.63 km   396.28 m    176.04 m   
   3.25 GeV   1.834E-03  9.511E-08   12.72 km   425.67 m    187.74 m   
   3.50 GeV   1.842E-03  8.874E-08   13.81 km   452.94 m    198.95 m   
   3.75 GeV   1.851E-03  8.319E-08   14.89 km   478.45 m    209.72 m   
   4.00 GeV   1.860E-03  7.831E-08   15.97 km   502.45 m    220.08 m   
   4.50 GeV   1.878E-03  7.012E-08   18.11 km   587.02 m    239.70 m   
   5.00 GeV   1.897E-03  6.353E-08   20.22 km   659.52 m    258.01 m   
   5.50 GeV   1.915E-03  5.809E-08   22.32 km   723.62 m    275.21 m   
   6.00 GeV   1.932E-03  5.354E-08   24.40 km   781.46 m    291.42 m   
   6.50 GeV   1.949E-03  4.966E-08   26.46 km   834.37 m    306.77 m   
   7.00 GeV   1.966E-03  4.633E-08   28.50 km   883.31 m    321.36 m   
   8.00 GeV   1.997E-03  4.087E-08   32.54 km     1.05 km   348.55 m   
   9.00 GeV   2.025E-03  3.658E-08   36.52 km     1.19 km   373.52 m   
  10.00 GeV   2.052E-03  3.313E-08   40.44 km     1.32 km   396.64 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.2500E-02                 eV / Angstrom 
  1.2500E-01                keV / micron   
  1.2500E-01                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  2.3259E+01                 eV / (1E15 atoms/cm2)
  1.2626E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
