 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Gadolinium.txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  7.9010E+00 g/cm3 = 3.0257E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Gd     64    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6.50 MeV   2.683E-02  1.391E-05  186.43 um    11.95 um    20.81 um  
   7.00 MeV   2.556E-02  1.306E-05  210.01 um    13.23 um    23.21 um  
   8.00 MeV   2.341E-02  1.165E-05  260.53 um    16.62 um    28.30 um  
   9.00 MeV   2.164E-02  1.053E-05  315.48 um    20.01 um    33.77 um  
  10.00 MeV   2.015E-02  9.613E-06  374.74 um    23.45 um    39.61 um  
  11.00 MeV   1.888E-02  8.854E-06  438.21 um    26.96 um    45.80 um  
  12.00 MeV   1.779E-02  8.213E-06  505.78 um    30.56 um    52.34 um  
  13.00 MeV   1.683E-02  7.663E-06  577.39 um    34.25 um    59.21 um  
  14.00 MeV   1.598E-02  7.186E-06  652.95 um    38.04 um    66.41 um  
  15.00 MeV   1.523E-02  6.768E-06  732.40 um    41.93 um    73.93 um  
  16.00 MeV   1.456E-02  6.398E-06  815.68 um    45.93 um    81.77 um  
  17.00 MeV   1.395E-02  6.069E-06  902.74 um    50.03 um    89.92 um  
  18.00 MeV   1.339E-02  5.774E-06  993.51 um    54.22 um    98.37 um  
  20.00 MeV   1.243E-02  5.266E-06    1.19 mm    65.67 um   116.19 um  
  22.50 MeV   1.142E-02  4.751E-06    1.45 mm    81.61 um   140.11 um  
  25.00 MeV   1.059E-02  4.331E-06    1.73 mm    97.50 um   165.79 um  
  27.50 MeV   9.882E-03  3.983E-06    2.03 mm   113.57 um   193.18 um  
  30.00 MeV   9.278E-03  3.690E-06    2.36 mm   129.96 um   222.24 um  
  32.50 MeV   8.754E-03  3.439E-06    2.70 mm   146.71 um   252.91 um  
  35.00 MeV   8.294E-03  3.221E-06    3.07 mm   163.87 um   285.17 um  
  37.50 MeV   7.888E-03  3.031E-06    3.45 mm   181.46 um   318.96 um  
  40.00 MeV   7.526E-03  2.862E-06    3.86 mm   199.48 um   354.26 um  
  45.00 MeV   6.907E-03  2.579E-06    4.72 mm   251.49 um   429.29 um  
  50.00 MeV   6.397E-03  2.349E-06    5.66 mm   302.81 um   509.97 um  
  55.00 MeV   5.969E-03  2.158E-06    6.66 mm   354.39 um   596.11 um  
  60.00 MeV   5.604E-03  1.998E-06    7.74 mm   406.68 um   687.48 um  
  65.00 MeV   5.289E-03  1.860E-06    8.88 mm   459.91 um   783.92 um  
  70.00 MeV   5.015E-03  1.741E-06   10.09 mm   514.22 um   885.24 um  
  80.00 MeV   4.558E-03  1.546E-06   12.70 mm   676.55 um     1.10 mm  
  90.00 MeV   4.194E-03  1.391E-06   15.55 mm   834.10 um     1.34 mm  
 100.00 MeV   3.896E-03  1.266E-06   18.64 mm   991.04 um     1.59 mm  
 110.00 MeV   3.647E-03  1.162E-06   21.95 mm     1.15 mm     1.85 mm  
 120.00 MeV   3.436E-03  1.075E-06   25.47 mm     1.31 mm     2.14 mm  
 130.00 MeV   3.256E-03  1.000E-06   29.21 mm     1.47 mm     2.43 mm  
 140.00 MeV   3.099E-03  9.359E-07   33.14 mm     1.64 mm     2.74 mm  
 150.00 MeV   2.961E-03  8.796E-07   37.26 mm     1.80 mm     3.06 mm  
 160.00 MeV   2.840E-03  8.299E-07   41.56 mm     1.98 mm     3.40 mm  
 170.00 MeV   2.732E-03  7.858E-07   46.05 mm     2.15 mm     3.74 mm  
 180.00 MeV   2.635E-03  7.463E-07   50.71 mm     2.32 mm     4.10 mm  
 200.00 MeV   2.469E-03  6.786E-07   60.51 mm     2.85 mm     4.84 mm  
 225.00 MeV   2.300E-03  6.101E-07   73.62 mm     3.58 mm     5.82 mm  
 250.00 MeV   2.165E-03  5.547E-07   87.63 mm     4.27 mm     6.85 mm  
 275.00 MeV   2.052E-03  5.088E-07  102.47 mm     4.95 mm     7.93 mm  
 300.00 MeV   1.959E-03  4.702E-07  118.07 mm     5.61 mm     9.04 mm  
 325.00 MeV   1.879E-03  4.373E-07  134.38 mm     6.27 mm    10.19 mm  
 350.00 MeV   1.811E-03  4.088E-07  151.35 mm     6.93 mm    11.38 mm  
 375.00 MeV   1.751E-03  3.840E-07  168.93 mm     7.58 mm    12.58 mm  
 400.00 MeV   1.700E-03  3.621E-07  187.07 mm     8.23 mm    13.82 mm  
 450.00 MeV   1.614E-03  3.253E-07  224.90 mm    10.22 mm    16.34 mm  
 500.00 MeV   1.546E-03  2.956E-07  264.58 mm    12.07 mm    18.92 mm  
 550.00 MeV   1.491E-03  2.710E-07  305.88 mm    13.82 mm    21.55 mm  
 600.00 MeV   1.446E-03  2.503E-07  348.60 mm    15.50 mm    24.22 mm  
 650.00 MeV   1.408E-03  2.327E-07  392.56 mm    17.12 mm    26.90 mm  
 700.00 MeV   1.377E-03  2.174E-07  437.62 mm    18.70 mm    29.60 mm  
 800.00 MeV   1.328E-03  1.924E-07  530.50 mm    23.59 mm    35.00 mm  
 900.00 MeV   1.291E-03  1.728E-07  626.44 mm    27.93 mm    40.38 mm  
   1.00 GeV   1.264E-03  1.569E-07  724.80 mm    31.90 mm    45.70 mm  
   1.10 GeV   1.243E-03  1.438E-07  825.07 mm    35.60 mm    50.96 mm  
   1.20 GeV   1.228E-03  1.327E-07  926.84 mm    39.08 mm    56.12 mm  
   1.30 GeV   1.216E-03  1.233E-07    1.03 m     42.37 mm    61.20 mm  
   1.40 GeV   1.206E-03  1.152E-07    1.13 m     45.50 mm    66.17 mm  
   1.50 GeV   1.199E-03  1.081E-07    1.24 m     48.49 mm    71.05 mm  
   1.60 GeV   1.194E-03  1.019E-07    1.34 m     51.36 mm    75.82 mm  
   1.70 GeV   1.190E-03  9.639E-08    1.45 m     54.11 mm    80.50 mm  
   1.80 GeV   1.187E-03  9.145E-08    1.56 m     56.76 mm    85.07 mm  
   2.00 GeV   1.184E-03  8.300E-08    1.77 m     65.30 mm    93.94 mm  
   2.25 GeV   1.184E-03  7.446E-08    2.03 m     76.55 mm   104.52 mm  
   2.50 GeV   1.187E-03  6.757E-08    2.30 m     86.37 mm   114.57 mm  
   2.75 GeV   1.191E-03  6.188E-08    2.56 m     95.18 mm   124.14 mm  
   3.00 GeV   1.196E-03  5.710E-08    2.83 m    103.22 mm   133.28 mm  
   3.25 GeV   1.201E-03  5.304E-08    3.09 m    110.63 mm   142.01 mm  
   3.50 GeV   1.207E-03  4.952E-08    3.35 m    117.53 mm   150.38 mm  
   3.75 GeV   1.214E-03  4.646E-08    3.61 m    124.00 mm   158.41 mm  
   4.00 GeV   1.220E-03  4.377E-08    3.87 m    130.10 mm   166.13 mm  
   4.50 GeV   1.233E-03  3.925E-08    4.39 m    150.39 mm   180.75 mm  
   5.00 GeV   1.246E-03  3.560E-08    4.90 m    167.95 mm   194.40 mm  
   5.50 GeV   1.258E-03  3.259E-08    5.40 m    183.55 mm   207.21 mm  
   6.00 GeV   1.270E-03  3.007E-08    5.90 m    197.68 mm   219.29 mm  
   6.50 GeV   1.281E-03  2.792E-08    6.40 m    210.65 mm   230.74 mm  
   7.00 GeV   1.292E-03  2.606E-08    6.89 m    222.68 mm   241.61 mm  
   8.00 GeV   1.312E-03  2.302E-08    7.86 m    262.98 mm   261.90 mm  
   9.00 GeV   1.331E-03  2.064E-08    8.82 m    296.94 mm   280.55 mm  
  10.00 GeV   1.347E-03  1.871E-08    9.76 m    326.67 mm   297.84 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  7.9007E+01                 eV / Angstrom 
  7.9007E+02                keV / micron   
  7.9007E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  2.6112E+02                 eV / (1E15 atoms/cm2)
  3.1213E+02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
