 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Neon (gas).txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  9.0000E-04 g/cm3 = 2.6857E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ne     10    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 130.00 MeV   4.970E-03  1.798E-06  165.77 m      6.99 m      5.28 m   
 140.00 MeV   4.719E-03  1.680E-06  188.67 m      7.76 m      5.98 m   
 150.00 MeV   4.500E-03  1.577E-06  212.74 m      8.53 m      6.71 m   
 160.00 MeV   4.307E-03  1.487E-06  237.93 m      9.30 m      7.46 m   
 170.00 MeV   4.136E-03  1.406E-06  264.20 m     10.08 m      8.25 m   
 180.00 MeV   3.983E-03  1.334E-06  291.52 m     10.86 m      9.06 m   
 200.00 MeV   3.721E-03  1.211E-06  349.14 m     13.70 m     10.75 m   
 225.00 MeV   3.458E-03  1.087E-06  426.45 m     17.67 m     13.00 m   
 250.00 MeV   3.245E-03  9.861E-07  509.24 m     21.35 m     15.36 m   
 275.00 MeV   3.071E-03  9.032E-07  597.09 m     24.86 m     17.84 m   
 300.00 MeV   2.925E-03  8.336E-07  689.62 m     28.25 m     20.42 m   
 325.00 MeV   2.802E-03  7.743E-07  786.50 m     31.57 m     23.07 m   
 350.00 MeV   2.696E-03  7.231E-07  887.41 m     34.83 m     25.81 m   
 375.00 MeV   2.604E-03  6.785E-07  992.07 m     38.03 m     28.61 m   
 400.00 MeV   2.525E-03  6.392E-07    1.10 km    41.18 m     31.47 m   
 450.00 MeV   2.392E-03  5.733E-07    1.33 km    52.45 m     37.34 m   
 500.00 MeV   2.287E-03  5.200E-07    1.56 km    62.60 m     43.36 m   
 550.00 MeV   2.203E-03  4.761E-07    1.81 km    72.04 m     49.50 m   
 600.00 MeV   2.134E-03  4.393E-07    2.07 km    80.97 m     55.72 m   
 650.00 MeV   2.076E-03  4.079E-07    2.33 km    89.50 m     61.99 m   
 700.00 MeV   2.028E-03  3.808E-07    2.60 km    97.69 m     68.31 m   
 800.00 MeV   1.952E-03  3.365E-07    3.16 km   126.19 m     80.96 m   
 900.00 MeV   1.896E-03  3.016E-07    3.74 km   150.87 m     93.59 m   
   1.00 GeV   1.853E-03  2.735E-07    4.33 km   173.13 m    106.10 m   
   1.10 GeV   1.821E-03  2.503E-07    4.93 km   193.63 m    118.45 m   
   1.20 GeV   1.797E-03  2.309E-07    5.55 km   212.76 m    130.60 m   
   1.30 GeV   1.777E-03  2.143E-07    6.17 km   230.74 m    142.54 m   
   1.40 GeV   1.763E-03  2.000E-07    6.79 km   247.75 m    154.26 m   
   1.50 GeV   1.751E-03  1.876E-07    7.43 km   263.92 m    165.75 m   
   1.60 GeV   1.742E-03  1.766E-07    8.06 km   279.34 m    177.00 m   
   1.70 GeV   1.736E-03  1.670E-07    8.70 km   294.10 m    188.02 m   
   1.80 GeV   1.731E-03  1.583E-07    9.34 km   308.26 m    198.81 m   
   2.00 GeV   1.725E-03  1.435E-07   10.62 km   358.73 m    219.73 m   
   2.25 GeV   1.724E-03  1.286E-07   12.23 km   425.83 m    244.69 m   
