 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Xenon (gas).txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  5.8900E-03 g/cm3 = 2.7014E+19 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Xe     54    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 650.00 MeV   1.484E-03  2.416E-07  501.07 m     21.23 m     31.21 m   
 700.00 MeV   1.452E-03  2.258E-07  558.49 m     23.17 m     34.33 m   
 800.00 MeV   1.401E-03  1.998E-07  676.76 m     29.34 m     40.57 m   
 900.00 MeV   1.364E-03  1.794E-07  798.83 m     34.78 m     46.78 m   
   1.00 GeV   1.336E-03  1.628E-07  923.88 m     39.73 m     52.93 m   
   1.10 GeV   1.315E-03  1.492E-07    1.05 km    44.33 m     58.98 m   
   1.20 GeV   1.299E-03  1.377E-07    1.18 km    48.64 m     64.92 m   
   1.30 GeV   1.288E-03  1.280E-07    1.31 km    52.72 m     70.75 m   
   1.40 GeV   1.279E-03  1.195E-07    1.44 km    56.58 m     76.46 m   
   1.50 GeV   1.272E-03  1.122E-07    1.58 km    60.27 m     82.05 m   
   1.60 GeV   1.267E-03  1.057E-07    1.71 km    63.80 m     87.52 m   
   1.70 GeV   1.264E-03  9.997E-08    1.84 km    67.18 m     92.87 m   
   1.80 GeV   1.262E-03  9.485E-08    1.98 km    70.42 m     98.10 m   
   2.00 GeV   1.260E-03  8.607E-08    2.24 km    81.09 m    108.22 m   
   2.25 GeV   1.262E-03  7.721E-08    2.58 km    95.16 m    120.27 m   
   2.50 GeV   1.266E-03  7.005E-08    2.91 km   107.39 m    131.69 m   
   2.75 GeV   1.272E-03  6.415E-08    3.25 km   118.32 m    142.55 m   
   3.00 GeV   1.279E-03  5.919E-08    3.58 km   128.26 m    152.89 m   
   3.25 GeV   1.286E-03  5.497E-08    3.91 km   137.41 m    162.76 m   
   3.50 GeV   1.294E-03  5.132E-08    4.24 km   145.91 m    172.19 m   
   3.75 GeV   1.302E-03  4.815E-08    4.56 km   153.86 m    181.23 m   
   4.00 GeV   1.310E-03  4.536E-08    4.89 km   161.34 m    189.91 m   
   4.50 GeV   1.327E-03  4.067E-08    5.53 km   186.48 m    206.30 m   
   5.00 GeV   1.343E-03  3.688E-08    6.17 km   208.14 m    221.56 m   
   5.50 GeV   1.359E-03  3.376E-08    6.79 km   227.32 m    235.84 m   
   6.00 GeV   1.374E-03  3.114E-08    7.41 km   244.65 m    249.27 m   
   6.50 GeV   1.389E-03  2.891E-08    8.03 km   260.51 m    261.95 m   
   7.00 GeV   1.403E-03  2.699E-08    8.63 km   275.17 m    273.97 m   
   8.00 GeV   1.429E-03  2.384E-08    9.83 km   324.50 m    296.32 m   
   9.00 GeV   1.453E-03  2.137E-08   11.01 km   365.90 m    316.77 m   
  10.00 GeV   1.475E-03  1.937E-08   12.17 km   401.98 m    335.65 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  5.8898E-02                 eV / Angstrom 
  5.8898E-01                keV / micron   
  5.8898E-01                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  2.1803E+02                 eV / (1E15 atoms/cm2)
  2.4488E+02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
