 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 26, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Fluorine (gas).txt

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  1.1111E+00 g/cm3 = 3.5220E+22 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      F      9    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6.00 MeV   5.378E-02  2.682E-05  578.22 um    24.47 um    20.97 um  
   6.50 MeV   5.055E-02  2.498E-05  664.29 um    27.67 um    23.92 um  
   7.00 MeV   4.773E-02  2.338E-05  755.65 um    30.91 um    27.04 um  
   8.00 MeV   4.301E-02  2.076E-05  953.79 um    42.39 um    33.77 um  
   9.00 MeV   3.922E-02  1.869E-05    1.17 mm    53.17 um    41.14 um  
  10.00 MeV   3.610E-02  1.700E-05    1.41 mm    63.74 um    49.14 um  
  11.00 MeV   3.348E-02  1.561E-05    1.67 mm    74.30 um    57.74 um  
  12.00 MeV   3.125E-02  1.444E-05    1.95 mm    84.93 um    66.94 um  
  13.00 MeV   2.932E-02  1.344E-05    2.24 mm    95.70 um    76.73 um  
  14.00 MeV   2.764E-02  1.258E-05    2.56 mm   106.64 um    87.09 um  
  15.00 MeV   2.616E-02  1.182E-05    2.89 mm   117.75 um    98.02 um  
  16.00 MeV   2.485E-02  1.115E-05    3.24 mm   129.06 um   109.51 um  
  17.00 MeV   2.367E-02  1.056E-05    3.61 mm   140.57 um   121.55 um  
  18.00 MeV   2.262E-02  1.003E-05    4.00 mm   152.28 um   134.13 um  
  20.00 MeV   2.079E-02  9.121E-06    4.83 mm   194.69 um   160.90 um  
  22.50 MeV   1.891E-02  8.201E-06    5.96 mm   255.25 um   197.30 um  
  25.00 MeV   1.738E-02  7.456E-06    7.20 mm   312.91 um   236.87 um  
  27.50 MeV   1.610E-02  6.840E-06    8.54 mm   369.58 um   279.54 um  
  30.00 MeV   1.502E-02  6.322E-06    9.99 mm   426.14 um   325.22 um  
  32.50 MeV   1.409E-02  5.879E-06   11.53 mm   483.01 um   373.84 um  
  35.00 MeV   1.328E-02  5.497E-06   13.17 mm   540.45 um   425.35 um  
  37.50 MeV   1.257E-02  5.164E-06   14.91 mm   598.59 um   479.67 um  
  40.00 MeV   1.194E-02  4.870E-06   16.74 mm   657.53 um   536.75 um  
  45.00 MeV   1.088E-02  4.375E-06   20.68 mm   871.53 um   659.00 um  
  50.00 MeV   1.001E-02  3.975E-06   24.99 mm     1.07 mm   791.69 um  
  55.00 MeV   9.291E-03  3.645E-06   29.64 mm     1.27 mm   934.44 um  
  60.00 MeV   8.682E-03  3.367E-06   34.64 mm     1.47 mm     1.09 mm  
  65.00 MeV   8.160E-03  3.130E-06   39.98 mm     1.66 mm     1.25 mm  
  70.00 MeV   7.707E-03  2.925E-06   45.64 mm     1.86 mm     1.42 mm  
  80.00 MeV   6.961E-03  2.589E-06   57.91 mm     2.57 mm     1.79 mm  
  90.00 MeV   6.370E-03  2.325E-06   71.40 mm     3.22 mm     2.19 mm  
 100.00 MeV   5.891E-03  2.111E-06   86.07 mm     3.86 mm     2.62 mm  
 110.00 MeV   5.494E-03  1.935E-06  101.86 mm     4.49 mm     3.08 mm  
 120.00 MeV   5.159E-03  1.786E-06  118.74 mm     5.12 mm     3.57 mm  
 130.00 MeV   4.873E-03  1.660E-06  136.66 mm     5.75 mm     4.09 mm  
 140.00 MeV   4.626E-03  1.551E-06  155.58 mm     6.38 mm     4.63 mm  
 150.00 MeV   4.411E-03  1.455E-06  175.47 mm     7.01 mm     5.20 mm  
 160.00 MeV   4.221E-03  1.372E-06  196.29 mm     7.65 mm     5.79 mm  
 170.00 MeV   4.052E-03  1.297E-06  218.02 mm     8.29 mm     6.40 mm  
 180.00 MeV   3.902E-03  1.231E-06  240.61 mm     8.93 mm     7.03 mm  
 200.00 MeV   3.644E-03  1.117E-06  288.27 mm    11.28 mm     8.35 mm  
 225.00 MeV   3.385E-03  1.002E-06  352.24 mm    14.56 mm    10.09 mm  
 250.00 MeV   3.176E-03  9.096E-07  420.77 mm    17.60 mm    11.94 mm  
 275.00 MeV   3.005E-03  8.331E-07  493.50 mm    20.50 mm    13.87 mm  
 300.00 MeV   2.861E-03  7.688E-07  570.12 mm    23.31 mm    15.88 mm  
 325.00 MeV   2.740E-03  7.141E-07  650.36 mm    26.05 mm    17.95 mm  
 350.00 MeV   2.636E-03  6.668E-07  733.96 mm    28.74 mm    20.08 mm  
 375.00 MeV   2.546E-03  6.256E-07  820.68 mm    31.39 mm    22.27 mm  
 400.00 MeV   2.468E-03  5.894E-07  910.31 mm    33.99 mm    24.50 mm  
 450.00 MeV   2.338E-03  5.286E-07    1.10 m     43.33 mm    29.08 mm  
 500.00 MeV   2.235E-03  4.795E-07    1.29 m     51.73 mm    33.79 mm  
 550.00 MeV   2.152E-03  4.390E-07    1.50 m     59.55 mm    38.58 mm  
 600.00 MeV   2.084E-03  4.050E-07    1.71 m     66.95 mm    43.44 mm  
 650.00 MeV   2.027E-03  3.760E-07    1.93 m     74.01 mm    48.35 mm  
 700.00 MeV   1.979E-03  3.510E-07    2.15 m     80.79 mm    53.29 mm  
 800.00 MeV   1.905E-03  3.101E-07    2.62 m    104.45 mm    63.19 mm  
 900.00 MeV   1.849E-03  2.780E-07    3.10 m    124.93 mm    73.06 mm  
   1.00 GeV   1.808E-03  2.520E-07    3.59 m    143.41 mm    82.86 mm  
   1.10 GeV   1.776E-03  2.307E-07    4.09 m    160.43 mm    92.53 mm  
   1.20 GeV   1.752E-03  2.127E-07    4.60 m    176.30 mm   102.05 mm  
   1.30 GeV   1.733E-03  1.975E-07    5.12 m    191.22 mm   111.41 mm  
   1.40 GeV   1.718E-03  1.843E-07    5.64 m    205.34 mm   120.59 mm  
   1.50 GeV   1.707E-03  1.728E-07    6.16 m    218.77 mm   129.59 mm  
   1.60 GeV   1.698E-03  1.628E-07    6.69 m    231.57 mm   138.42 mm  
   1.70 GeV   1.691E-03  1.538E-07    7.22 m    243.83 mm   147.06 mm  
   1.80 GeV   1.686E-03  1.458E-07    7.75 m    255.58 mm   155.52 mm  
   2.00 GeV   1.680E-03  1.322E-07    8.82 m    297.59 mm   171.94 mm  
   2.25 GeV   1.678E-03  1.184E-07   10.16 m    353.46 mm   191.53 mm  
   2.50 GeV   1.680E-03  1.073E-07   11.50 m    401.67 mm   210.15 mm  
   2.75 GeV   1.684E-03  9.819E-08   12.84 m    444.56 mm   227.90 mm  
   3.00 GeV   1.691E-03  9.052E-08   14.17 m    483.44 mm   244.84 mm  
   3.25 GeV   1.698E-03  8.400E-08   15.50 m    519.17 mm   261.03 mm  
   3.50 GeV   1.706E-03  7.837E-08   16.82 m    552.32 mm   276.55 mm  
   3.75 GeV   1.714E-03  7.347E-08   18.13 m    583.32 mm   291.45 mm  
   4.00 GeV   1.723E-03  6.917E-08   19.44 m    612.47 mm   305.78 mm  
   4.50 GeV   1.740E-03  6.195E-08   22.04 m    715.02 mm   332.89 mm  
   5.00 GeV   1.758E-03  5.613E-08   24.61 m    802.92 mm   358.19 mm  
   5.50 GeV   1.775E-03  5.133E-08   27.16 m    880.64 mm   381.94 mm  
   6.00 GeV   1.792E-03  4.731E-08   29.68 m    950.73 mm   404.32 mm  
   6.50 GeV   1.808E-03  4.389E-08   32.18 m      1.01 m    425.50 mm  
   7.00 GeV   1.824E-03  4.095E-08   34.66 m      1.07 m    445.62 mm  
   8.00 GeV   1.853E-03  3.612E-08   39.55 m      1.28 m    483.10 mm  
   9.00 GeV   1.881E-03  3.234E-08   44.37 m      1.45 m    517.50 mm  
  10.00 GeV   1.906E-03  2.930E-08   49.12 m      1.60 m    549.34 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.1111E+01                 eV / Angstrom 
  1.1111E+02                keV / micron   
  1.1111E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  3.1547E+01                 eV / (1E15 atoms/cm2)
  1.8975E+01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
